1) a = -9 | b = -9 | c = 0

16921) a = 0 | b = -3.2 | c = -1.8

16922) a = 0 | b = -3.2 | c = -1.7

16923) a = 0 | b = -3.2 | c = -1.6

16924) a = 0 | b = -3.2 | c = -1.5

16925) a = 0 | b = -3.2 | c = -1.4

16926) a = 0 | b = -3.2 | c = -1.3

16927) a = 0 | b = -3.2 | c = -1.2

16928) a = 0 | b = -3.2 | c = -1.1

16929) a = 0 | b = -3.2 | c = -1

16930) a = 0 | b = -3.2 | c = -0.9

16931) a = 0 | b = -3.2 | c = -0.8

16932) a = 0 | b = -3.2 | c = -0.7

16933) a = 0 | b = -3.2 | c = -0.6

16934) a = 0 | b = -3.2 | c = -0.5

16935) a = 0 | b = -3.2 | c = -0.4

16936) a = 0 | b = -3.2 | c = -0.3

16937) a = 0 | b = -3.2 | c = -0.2

16938) a = 0 | b = -3.2 | c = -0.1

16939) a = 0 | b = -3.2 | c = 0

16940) a = 0 | b = -3.2 | c = 0.1

16941) a = 0 | b = -3.2 | c = 0.2

16942) a = 0 | b = -3.2 | c = 0.3

16943) a = 0 | b = -3.2 | c = 0.4

16944) a = 0 | b = -3.2 | c = 0.5

16945) a = 0 | b = -3.2 | c = 0.6

16946) a = 0 | b = -3.2 | c = 0.7

16947) a = 0 | b = -3.2 | c = 0.8

16948) a = 0 | b = -3.2 | c = 0.9

16949) a = 0 | b = -3.2 | c = 1

16950) a = 0 | b = -3.2 | c = 1.1

16951) a = 0 | b = -3.2 | c = 1.2

16952) a = 0 | b = -3.2 | c = 1.3

16953) a = 0 | b = -3.2 | c = 1.4

16954) a = 0 | b = -3.2 | c = 1.5

16955) a = 0 | b = -3.2 | c = 1.6

16956) a = 0 | b = -3.2 | c = 1.7

16957) a = 0 | b = -3.2 | c = 1.8

16958) a = 0 | b = -3.2 | c = 1.9

16959) a = 0 | b = -3.2 | c = 2

16960) a = 0 | b = -3.2 | c = 2.1

16961) a = 0 | b = -3.2 | c = 2.2

16962) a = 0 | b = -3.2 | c = 2.3

16963) a = 0 | b = -3.2 | c = 2.4

16964) a = 0 | b = -3.2 | c = 2.5

16965) a = 0 | b = -3.2 | c = 2.6

16966) a = 0 | b = -3.2 | c = 2.7

16967) a = 0 | b = -3.2 | c = 2.8

16968) a = 0 | b = -3.2 | c = 2.9

16969) a = 0 | b = -3.2 | c = 3

16970) a = 0 | b = -3.2 | c = 3.1

16971) a = 0 | b = -3.2 | c = 3.2

16972) a = 0 | b = -3.2 | c = 3.3

16973) a = 0 | b = -3.2 | c = 3.4

16974) a = 0 | b = -3.2 | c = 3.5

16975) a = 0 | b = -3.2 | c = 3.6

16976) a = 0 | b = -3.2 | c = 3.7

16977) a = 0 | b = -3.2 | c = 3.8

16978) a = 0 | b = -3.2 | c = 3.9

16979) a = 0 | b = -3.2 | c = 4

16980) a = 0 | b = -3.2 | c = 4.1

16981) a = 0 | b = -3.2 | c = 4.2

16982) a = 0 | b = -3.2 | c = 4.3

16983) a = 0 | b = -3.2 | c = 4.4

16984) a = 0 | b = -3.2 | c = 4.5

16985) a = 0 | b = -3.2 | c = 4.6

16986) a = 0 | b = -3.2 | c = 4.7

16987) a = 0 | b = -3.2 | c = 4.8

16988) a = 0 | b = -3.2 | c = 4.9

16989) a = 0 | b = -3.2 | c = 5

16990) a = 0 | b = -3.2 | c = 5.1

16991) a = 0 | b = -3.2 | c = 5.2

16992) a = 0 | b = -3.2 | c = 5.3

16993) a = 0 | b = -3.2 | c = 5.4

16994) a = 0 | b = -3.2 | c = 5.5

16995) a = 0 | b = -3.2 | c = 5.6

16996) a = 0 | b = -3.2 | c = 5.7

16997) a = 0 | b = -3.2 | c = 5.8

16998) a = 0 | b = -3.2 | c = 5.9

16999) a = 0 | b = -3.2 | c = 6

17000) a = 0 | b = -3.2 | c = 6.1

17001) a = 0 | b = -3.2 | c = 6.2

17002) a = 0 | b = -3.2 | c = 6.3

17003) a = 0 | b = -3.2 | c = 6.4

17004) a = 0 | b = -3.2 | c = 6.5

17005) a = 0 | b = -3.2 | c = 6.6

17006) a = 0 | b = -3.2 | c = 6.7

17007) a = 0 | b = -3.2 | c = 6.8

17008) a = 0 | b = -3.2 | c = 6.9

17009) a = 0 | b = -3.2 | c = 7

17010) a = 0 | b = -3.2 | c = 7.1

17011) a = 0 | b = -3.2 | c = 7.2

17012) a = 0 | b = -3.2 | c = 7.3

17013) a = 0 | b = -3.2 | c = 7.4

17014) a = 0 | b = -3.2 | c = 7.5

17015) a = 0 | b = -3.2 | c = 7.6

17016) a = 0 | b = -3.2 | c = 7.7

17017) a = 0 | b = -3.2 | c = 7.8

17018) a = 0 | b = -3.2 | c = 7.9

17019) a = 0 | b = -3.2 | c = 8

17020) a = 0 | b = -3.2 | c = 8.1

17021) a = 0 | b = -3.2 | c = 8.2

17022) a = 0 | b = -3.2 | c = 8.3

17023) a = 0 | b = -3.2 | c = 8.4

17024) a = 0 | b = -3.2 | c = 8.5

17025) a = 0 | b = -3.2 | c = 8.6

17026) a = 0 | b = -3.2 | c = 8.7

17027) a = 0 | b = -3.2 | c = 8.8

17028) a = 0 | b = -3.2 | c = 8.9

17029) a = 0 | b = -3.2 | c = 9

17030) a = 0 | b = -3.1 | c = -9

17031) a = 0 | b = -3.1 | c = -8.9

17032) a = 0 | b = -3.1 | c = -8.8

17033) a = 0 | b = -3.1 | c = -8.7

17034) a = 0 | b = -3.1 | c = -8.6

17035) a = 0 | b = -3.1 | c = -8.5

17036) a = 0 | b = -3.1 | c = -8.4

17037) a = 0 | b = -3.1 | c = -8.3

17038) a = 0 | b = -3.1 | c = -8.2

17039) a = 0 | b = -3.1 | c = -8.1

17040) a = 0 | b = -3.1 | c = -8

17041) a = 0 | b = -3.1 | c = -7.9

17042) a = 0 | b = -3.1 | c = -7.8

17043) a = 0 | b = -3.1 | c = -7.7

17044) a = 0 | b = -3.1 | c = -7.6

17045) a = 0 | b = -3.1 | c = -7.5

17046) a = 0 | b = -3.1 | c = -7.4

17047) a = 0 | b = -3.1 | c = -7.3

17048) a = 0 | b = -3.1 | c = -7.2

17049) a = 0 | b = -3.1 | c = -7.1

17050) a = 0 | b = -3.1 | c = -7

17051) a = 0 | b = -3.1 | c = -6.9

17052) a = 0 | b = -3.1 | c = -6.8

17053) a = 0 | b = -3.1 | c = -6.7

17054) a = 0 | b = -3.1 | c = -6.6

17055) a = 0 | b = -3.1 | c = -6.5

17056) a = 0 | b = -3.1 | c = -6.4

17057) a = 0 | b = -3.1 | c = -6.3

17058) a = 0 | b = -3.1 | c = -6.2

17059) a = 0 | b = -3.1 | c = -6.1

17060) a = 0 | b = -3.1 | c = -6

17061) a = 0 | b = -3.1 | c = -5.9

17062) a = 0 | b = -3.1 | c = -5.8

17063) a = 0 | b = -3.1 | c = -5.7

17064) a = 0 | b = -3.1 | c = -5.6

17065) a = 0 | b = -3.1 | c = -5.5

17066) a = 0 | b = -3.1 | c = -5.4

17067) a = 0 | b = -3.1 | c = -5.3

17068) a = 0 | b = -3.1 | c = -5.2

17069) a = 0 | b = -3.1 | c = -5.1

17070) a = 0 | b = -3.1 | c = -5

17071) a = 0 | b = -3.1 | c = -4.9

17072) a = 0 | b = -3.1 | c = -4.8

17073) a = 0 | b = -3.1 | c = -4.7

17074) a = 0 | b = -3.1 | c = -4.6

17075) a = 0 | b = -3.1 | c = -4.5

17076) a = 0 | b = -3.1 | c = -4.4

17077) a = 0 | b = -3.1 | c = -4.3

17078) a = 0 | b = -3.1 | c = -4.2

17079) a = 0 | b = -3.1 | c = -4.1

17080) a = 0 | b = -3.1 | c = -4

17081) a = 0 | b = -3.1 | c = -3.9

17082) a = 0 | b = -3.1 | c = -3.8

17083) a = 0 | b = -3.1 | c = -3.7

17084) a = 0 | b = -3.1 | c = -3.6

17085) a = 0 | b = -3.1 | c = -3.5

17086) a = 0 | b = -3.1 | c = -3.4

17087) a = 0 | b = -3.1 | c = -3.3

17088) a = 0 | b = -3.1 | c = -3.2

17089) a = 0 | b = -3.1 | c = -3.1

17090) a = 0 | b = -3.1 | c = -3

17091) a = 0 | b = -3.1 | c = -2.9

17092) a = 0 | b = -3.1 | c = -2.8

17093) a = 0 | b = -3.1 | c = -2.7

17094) a = 0 | b = -3.1 | c = -2.6

17095) a = 0 | b = -3.1 | c = -2.5

17096) a = 0 | b = -3.1 | c = -2.4

17097) a = 0 | b = -3.1 | c = -2.3

17098) a = 0 | b = -3.1 | c = -2.2

17099) a = 0 | b = -3.1 | c = -2.1

17100) a = 0 | b = -3.1 | c = -2

17101) a = 0 | b = -3.1 | c = -1.9

17102) a = 0 | b = -3.1 | c = -1.8

17103) a = 0 | b = -3.1 | c = -1.7

17104) a = 0 | b = -3.1 | c = -1.6

17105) a = 0 | b = -3.1 | c = -1.5

17106) a = 0 | b = -3.1 | c = -1.4

17107) a = 0 | b = -3.1 | c = -1.3

17108) a = 0 | b = -3.1 | c = -1.2

17109) a = 0 | b = -3.1 | c = -1.1

17110) a = 0 | b = -3.1 | c = -1

17111) a = 0 | b = -3.1 | c = -0.9

17112) a = 0 | b = -3.1 | c = -0.8

17113) a = 0 | b = -3.1 | c = -0.7

17114) a = 0 | b = -3.1 | c = -0.6

17115) a = 0 | b = -3.1 | c = -0.5

17116) a = 0 | b = -3.1 | c = -0.4

17117) a = 0 | b = -3.1 | c = -0.3

17118) a = 0 | b = -3.1 | c = -0.2

17119) a = 0 | b = -3.1 | c = -0.1

17120) a = 0 | b = -3.1 | c = 0

17121) a = 0 | b = -3.1 | c = 0.1

17122) a = 0 | b = -3.1 | c = 0.2

17123) a = 0 | b = -3.1 | c = 0.3

17124) a = 0 | b = -3.1 | c = 0.4

17125) a = 0 | b = -3.1 | c = 0.5

17126) a = 0 | b = -3.1 | c = 0.6

17127) a = 0 | b = -3.1 | c = 0.7

17128) a = 0 | b = -3.1 | c = 0.8

17129) a = 0 | b = -3.1 | c = 0.9

17130) a = 0 | b = -3.1 | c = 1

17131) a = 0 | b = -3.1 | c = 1.1

17132) a = 0 | b = -3.1 | c = 1.2

17133) a = 0 | b = -3.1 | c = 1.3

17134) a = 0 | b = -3.1 | c = 1.4

17135) a = 0 | b = -3.1 | c = 1.5

17136) a = 0 | b = -3.1 | c = 1.6

17137) a = 0 | b = -3.1 | c = 1.7

17138) a = 0 | b = -3.1 | c = 1.8

17139) a = 0 | b = -3.1 | c = 1.9

17140) a = 0 | b = -3.1 | c = 2

17141) a = 0 | b = -3.1 | c = 2.1

17142) a = 0 | b = -3.1 | c = 2.2

17143) a = 0 | b = -3.1 | c = 2.3

17144) a = 0 | b = -3.1 | c = 2.4

17145) a = 0 | b = -3.1 | c = 2.5

17146) a = 0 | b = -3.1 | c = 2.6

17147) a = 0 | b = -3.1 | c = 2.7

17148) a = 0 | b = -3.1 | c = 2.8

17149) a = 0 | b = -3.1 | c = 2.9

17150) a = 0 | b = -3.1 | c = 3

17151) a = 0 | b = -3.1 | c = 3.1

17152) a = 0 | b = -3.1 | c = 3.2

17153) a = 0 | b = -3.1 | c = 3.3

17154) a = 0 | b = -3.1 | c = 3.4

17155) a = 0 | b = -3.1 | c = 3.5

17156) a = 0 | b = -3.1 | c = 3.6

17157) a = 0 | b = -3.1 | c = 3.7

17158) a = 0 | b = -3.1 | c = 3.8

17159) a = 0 | b = -3.1 | c = 3.9

17160) a = 0 | b = -3.1 | c = 4

17161) a = 0 | b = -3.1 | c = 4.1

17162) a = 0 | b = -3.1 | c = 4.2

17163) a = 0 | b = -3.1 | c = 4.3

17164) a = 0 | b = -3.1 | c = 4.4

17165) a = 0 | b = -3.1 | c = 4.5

17166) a = 0 | b = -3.1 | c = 4.6

17167) a = 0 | b = -3.1 | c = 4.7

17168) a = 0 | b = -3.1 | c = 4.8

17169) a = 0 | b = -3.1 | c = 4.9

17170) a = 0 | b = -3.1 | c = 5

17171) a = 0 | b = -3.1 | c = 5.1

17172) a = 0 | b = -3.1 | c = 5.2

17173) a = 0 | b = -3.1 | c = 5.3

17174) a = 0 | b = -3.1 | c = 5.4

17175) a = 0 | b = -3.1 | c = 5.5

17176) a = 0 | b = -3.1 | c = 5.6

17177) a = 0 | b = -3.1 | c = 5.7

17178) a = 0 | b = -3.1 | c = 5.8

17179) a = 0 | b = -3.1 | c = 5.9

17180) a = 0 | b = -3.1 | c = 6

17181) a = 0 | b = -3.1 | c = 6.1

17182) a = 0 | b = -3.1 | c = 6.2

17183) a = 0 | b = -3.1 | c = 6.3

17184) a = 0 | b = -3.1 | c = 6.4

17185) a = 0 | b = -3.1 | c = 6.5

17186) a = 0 | b = -3.1 | c = 6.6

17187) a = 0 | b = -3.1 | c = 6.7

17188) a = 0 | b = -3.1 | c = 6.8

17189) a = 0 | b = -3.1 | c = 6.9

17190) a = 0 | b = -3.1 | c = 7

17191) a = 0 | b = -3.1 | c = 7.1

17192) a = 0 | b = -3.1 | c = 7.2

17193) a = 0 | b = -3.1 | c = 7.3

17194) a = 0 | b = -3.1 | c = 7.4

17195) a = 0 | b = -3.1 | c = 7.5

17196) a = 0 | b = -3.1 | c = 7.6

17197) a = 0 | b = -3.1 | c = 7.7

17198) a = 0 | b = -3.1 | c = 7.8

17199) a = 0 | b = -3.1 | c = 7.9

17200) a = 0 | b = -3.1 | c = 8

17201) a = 0 | b = -3.1 | c = 8.1

17202) a = 0 | b = -3.1 | c = 8.2

17203) a = 0 | b = -3.1 | c = 8.3

17204) a = 0 | b = -3.1 | c = 8.4

17205) a = 0 | b = -3.1 | c = 8.5

17206) a = 0 | b = -3.1 | c = 8.6

17207) a = 0 | b = -3.1 | c = 8.7

17208) a = 0 | b = -3.1 | c = 8.8

17209) a = 0 | b = -3.1 | c = 8.9

17210) a = 0 | b = -3.1 | c = 9

17211) a = 0 | b = -3 | c = -9

17212) a = 0 | b = -3 | c = -8.9

17213) a = 0 | b = -3 | c = -8.8

17214) a = 0 | b = -3 | c = -8.7

17215) a = 0 | b = -3 | c = -8.6

17216) a = 0 | b = -3 | c = -8.5

17217) a = 0 | b = -3 | c = -8.4

17218) a = 0 | b = -3 | c = -8.3

17219) a = 0 | b = -3 | c = -8.2

17220) a = 0 | b = -3 | c = -8.1

17221) a = 0 | b = -3 | c = -8

17222) a = 0 | b = -3 | c = -7.9

17223) a = 0 | b = -3 | c = -7.8

17224) a = 0 | b = -3 | c = -7.7

17225) a = 0 | b = -3 | c = -7.6

17226) a = 0 | b = -3 | c = -7.5

17227) a = 0 | b = -3 | c = -7.4

17228) a = 0 | b = -3 | c = -7.3

17229) a = 0 | b = -3 | c = -7.2

17230) a = 0 | b = -3 | c = -7.1

17231) a = 0 | b = -3 | c = -7

17232) a = 0 | b = -3 | c = -6.9

17233) a = 0 | b = -3 | c = -6.8

17234) a = 0 | b = -3 | c = -6.7

17235) a = 0 | b = -3 | c = -6.6

17236) a = 0 | b = -3 | c = -6.5

17237) a = 0 | b = -3 | c = -6.4

17238) a = 0 | b = -3 | c = -6.3

17239) a = 0 | b = -3 | c = -6.2

17240) a = 0 | b = -3 | c = -6.1

17241) a = 0 | b = -3 | c = -6

17242) a = 0 | b = -3 | c = -5.9

17243) a = 0 | b = -3 | c = -5.8

17244) a = 0 | b = -3 | c = -5.7

17245) a = 0 | b = -3 | c = -5.6

17246) a = 0 | b = -3 | c = -5.5

17247) a = 0 | b = -3 | c = -5.4

17248) a = 0 | b = -3 | c = -5.3

17249) a = 0 | b = -3 | c = -5.2

17250) a = 0 | b = -3 | c = -5.1

17251) a = 0 | b = -3 | c = -5

17252) a = 0 | b = -3 | c = -4.9

17253) a = 0 | b = -3 | c = -4.8

17254) a = 0 | b = -3 | c = -4.7

17255) a = 0 | b = -3 | c = -4.6

17256) a = 0 | b = -3 | c = -4.5

17257) a = 0 | b = -3 | c = -4.4

17258) a = 0 | b = -3 | c = -4.3

17259) a = 0 | b = -3 | c = -4.2

17260) a = 0 | b = -3 | c = -4.1

17261) a = 0 | b = -3 | c = -4

17262) a = 0 | b = -3 | c = -3.9

17263) a = 0 | b = -3 | c = -3.8

17264) a = 0 | b = -3 | c = -3.7

17265) a = 0 | b = -3 | c = -3.6

17266) a = 0 | b = -3 | c = -3.5

17267) a = 0 | b = -3 | c = -3.4

17268) a = 0 | b = -3 | c = -3.3

17269) a = 0 | b = -3 | c = -3.2

17270) a = 0 | b = -3 | c = -3.1

17271) a = 0 | b = -3 | c = -3

17272) a = 0 | b = -3 | c = -2.9

17273) a = 0 | b = -3 | c = -2.8

17274) a = 0 | b = -3 | c = -2.7

17275) a = 0 | b = -3 | c = -2.6

17276) a = 0 | b = -3 | c = -2.5

17277) a = 0 | b = -3 | c = -2.4

17278) a = 0 | b = -3 | c = -2.3

17279) a = 0 | b = -3 | c = -2.2

17280) a = 0 | b = -3 | c = -2.1

17281) a = 0 | b = -3 | c = -2

17282) a = 0 | b = -3 | c = -1.9

17283) a = 0 | b = -3 | c = -1.8

17284) a = 0 | b = -3 | c = -1.7

17285) a = 0 | b = -3 | c = -1.6

17286) a = 0 | b = -3 | c = -1.5

17287) a = 0 | b = -3 | c = -1.4

17288) a = 0 | b = -3 | c = -1.3

17289) a = 0 | b = -3 | c = -1.2

17290) a = 0 | b = -3 | c = -1.1

17291) a = 0 | b = -3 | c = -1

17292) a = 0 | b = -3 | c = -0.9

17293) a = 0 | b = -3 | c = -0.8

17294) a = 0 | b = -3 | c = -0.7

17295) a = 0 | b = -3 | c = -0.6

17296) a = 0 | b = -3 | c = -0.5

17297) a = 0 | b = -3 | c = -0.4

17298) a = 0 | b = -3 | c = -0.3

17299) a = 0 | b = -3 | c = -0.2

17300) a = 0 | b = -3 | c = -0.1

17301) a = 0 | b = -3 | c = 0

17302) a = 0 | b = -3 | c = 0.1

17303) a = 0 | b = -3 | c = 0.2

17304) a = 0 | b = -3 | c = 0.3

17305) a = 0 | b = -3 | c = 0.4

17306) a = 0 | b = -3 | c = 0.5

17307) a = 0 | b = -3 | c = 0.6

17308) a = 0 | b = -3 | c = 0.7

17309) a = 0 | b = -3 | c = 0.8

17310) a = 0 | b = -3 | c = 0.9

17311) a = 0 | b = -3 | c = 1

17312) a = 0 | b = -3 | c = 1.1

17313) a = 0 | b = -3 | c = 1.2

17314) a = 0 | b = -3 | c = 1.3

17315) a = 0 | b = -3 | c = 1.4

17316) a = 0 | b = -3 | c = 1.5

17317) a = 0 | b = -3 | c = 1.6

17318) a = 0 | b = -3 | c = 1.7

17319) a = 0 | b = -3 | c = 1.8

17320) a = 0 | b = -3 | c = 1.9

17321) a = 0 | b = -3 | c = 2

17322) a = 0 | b = -3 | c = 2.1

17323) a = 0 | b = -3 | c = 2.2

17324) a = 0 | b = -3 | c = 2.3

17325) a = 0 | b = -3 | c = 2.4

17326) a = 0 | b = -3 | c = 2.5

17327) a = 0 | b = -3 | c = 2.6

17328) a = 0 | b = -3 | c = 2.7

17329) a = 0 | b = -3 | c = 2.8

17330) a = 0 | b = -3 | c = 2.9

17331) a = 0 | b = -3 | c = 3

17332) a = 0 | b = -3 | c = 3.1

17333) a = 0 | b = -3 | c = 3.2

17334) a = 0 | b = -3 | c = 3.3

17335) a = 0 | b = -3 | c = 3.4

17336) a = 0 | b = -3 | c = 3.5

17337) a = 0 | b = -3 | c = 3.6

17338) a = 0 | b = -3 | c = 3.7

17339) a = 0 | b = -3 | c = 3.8

17340) a = 0 | b = -3 | c = 3.9

17341) a = 0 | b = -3 | c = 4

17342) a = 0 | b = -3 | c = 4.1

17343) a = 0 | b = -3 | c = 4.2

17344) a = 0 | b = -3 | c = 4.3

17345) a = 0 | b = -3 | c = 4.4

17346) a = 0 | b = -3 | c = 4.5

17347) a = 0 | b = -3 | c = 4.6

17348) a = 0 | b = -3 | c = 4.7

17349) a = 0 | b = -3 | c = 4.8

17350) a = 0 | b = -3 | c = 4.9

17351) a = 0 | b = -3 | c = 5

17352) a = 0 | b = -3 | c = 5.1

17353) a = 0 | b = -3 | c = 5.2

17354) a = 0 | b = -3 | c = 5.3

17355) a = 0 | b = -3 | c = 5.4

17356) a = 0 | b = -3 | c = 5.5

17357) a = 0 | b = -3 | c = 5.6

17358) a = 0 | b = -3 | c = 5.7

17359) a = 0 | b = -3 | c = 5.8

17360) a = 0 | b = -3 | c = 5.9

17361) a = 0 | b = -3 | c = 6

17362) a = 0 | b = -3 | c = 6.1

17363) a = 0 | b = -3 | c = 6.2

17364) a = 0 | b = -3 | c = 6.3

17365) a = 0 | b = -3 | c = 6.4

17366) a = 0 | b = -3 | c = 6.5

17367) a = 0 | b = -3 | c = 6.6

17368) a = 0 | b = -3 | c = 6.7

17369) a = 0 | b = -3 | c = 6.8

17370) a = 0 | b = -3 | c = 6.9

17371) a = 0 | b = -3 | c = 7

17372) a = 0 | b = -3 | c = 7.1

17373) a = 0 | b = -3 | c = 7.2

17374) a = 0 | b = -3 | c = 7.3

17375) a = 0 | b = -3 | c = 7.4

17376) a = 0 | b = -3 | c = 7.5

17377) a = 0 | b = -3 | c = 7.6

17378) a = 0 | b = -3 | c = 7.7

17379) a = 0 | b = -3 | c = 7.8

17380) a = 0 | b = -3 | c = 7.9

17381) a = 0 | b = -3 | c = 8

17382) a = 0 | b = -3 | c = 8.1

17383) a = 0 | b = -3 | c = 8.2

17384) a = 0 | b = -3 | c = 8.3

17385) a = 0 | b = -3 | c = 8.4

17386) a = 0 | b = -3 | c = 8.5

17387) a = 0 | b = -3 | c = 8.6

17388) a = 0 | b = -3 | c = 8.7

17389) a = 0 | b = -3 | c = 8.8

17390) a = 0 | b = -3 | c = 8.9

17391) a = 0 | b = -3 | c = 9

17392) a = 0 | b = -2.9 | c = -9

17393) a = 0 | b = -2.9 | c = -8.9

17394) a = 0 | b = -2.9 | c = -8.8

17395) a = 0 | b = -2.9 | c = -8.7

17396) a = 0 | b = -2.9 | c = -8.6

17397) a = 0 | b = -2.9 | c = -8.5

17398) a = 0 | b = -2.9 | c = -8.4

17399) a = 0 | b = -2.9 | c = -8.3

17400) a = 0 | b = -2.9 | c = -8.2

17401) a = 0 | b = -2.9 | c = -8.1

17402) a = 0 | b = -2.9 | c = -8

17403) a = 0 | b = -2.9 | c = -7.9

17404) a = 0 | b = -2.9 | c = -7.8

17405) a = 0 | b = -2.9 | c = -7.7

17406) a = 0 | b = -2.9 | c = -7.6

17407) a = 0 | b = -2.9 | c = -7.5

17408) a = 0 | b = -2.9 | c = -7.4

17409) a = 0 | b = -2.9 | c = -7.3

17410) a = 0 | b = -2.9 | c = -7.2

17411) a = 0 | b = -2.9 | c = -7.1

17412) a = 0 | b = -2.9 | c = -7

17413) a = 0 | b = -2.9 | c = -6.9

17414) a = 0 | b = -2.9 | c = -6.8

17415) a = 0 | b = -2.9 | c = -6.7

17416) a = 0 | b = -2.9 | c = -6.6

17417) a = 0 | b = -2.9 | c = -6.5

17418) a = 0 | b = -2.9 | c = -6.4

17419) a = 0 | b = -2.9 | c = -6.3

17420) a = 0 | b = -2.9 | c = -6.2

17421) a = 0 | b = -2.9 | c = -6.1

17422) a = 0 | b = -2.9 | c = -6

17423) a = 0 | b = -2.9 | c = -5.9

17424) a = 0 | b = -2.9 | c = -5.8

17425) a = 0 | b = -2.9 | c = -5.7

17426) a = 0 | b = -2.9 | c = -5.6

17427) a = 0 | b = -2.9 | c = -5.5

17428) a = 0 | b = -2.9 | c = -5.4

17429) a = 0 | b = -2.9 | c = -5.3

17430) a = 0 | b = -2.9 | c = -5.2

17431) a = 0 | b = -2.9 | c = -5.1

17432) a = 0 | b = -2.9 | c = -5

17433) a = 0 | b = -2.9 | c = -4.9

17434) a = 0 | b = -2.9 | c = -4.8

17435) a = 0 | b = -2.9 | c = -4.7

17436) a = 0 | b = -2.9 | c = -4.6

17437) a = 0 | b = -2.9 | c = -4.5

17438) a = 0 | b = -2.9 | c = -4.4

17439) a = 0 | b = -2.9 | c = -4.3

17440) a = 0 | b = -2.9 | c = -4.2

17441) a = 0 | b = -2.9 | c = -4.1

17442) a = 0 | b = -2.9 | c = -4

17443) a = 0 | b = -2.9 | c = -3.9

17444) a = 0 | b = -2.9 | c = -3.8

17445) a = 0 | b = -2.9 | c = -3.7

17446) a = 0 | b = -2.9 | c = -3.6

17447) a = 0 | b = -2.9 | c = -3.5

17448) a = 0 | b = -2.9 | c = -3.4

17449) a = 0 | b = -2.9 | c = -3.3

17450) a = 0 | b = -2.9 | c = -3.2

17451) a = 0 | b = -2.9 | c = -3.1

17452) a = 0 | b = -2.9 | c = -3

17453) a = 0 | b = -2.9 | c = -2.9

17454) a = 0 | b = -2.9 | c = -2.8

17455) a = 0 | b = -2.9 | c = -2.7

17456) a = 0 | b = -2.9 | c = -2.6

17457) a = 0 | b = -2.9 | c = -2.5

17458) a = 0 | b = -2.9 | c = -2.4

17459) a = 0 | b = -2.9 | c = -2.3

17460) a = 0 | b = -2.9 | c = -2.2

17461) a = 0 | b = -2.9 | c = -2.1

17462) a = 0 | b = -2.9 | c = -2

17463) a = 0 | b = -2.9 | c = -1.9

17464) a = 0 | b = -2.9 | c = -1.8

17465) a = 0 | b = -2.9 | c = -1.7

17466) a = 0 | b = -2.9 | c = -1.6

17467) a = 0 | b = -2.9 | c = -1.5

17468) a = 0 | b = -2.9 | c = -1.4

17469) a = 0 | b = -2.9 | c = -1.3

17470) a = 0 | b = -2.9 | c = -1.2

17471) a = 0 | b = -2.9 | c = -1.1

17472) a = 0 | b = -2.9 | c = -1

17473) a = 0 | b = -2.9 | c = -0.9

17474) a = 0 | b = -2.9 | c = -0.8

17475) a = 0 | b = -2.9 | c = -0.7

17476) a = 0 | b = -2.9 | c = -0.6

17477) a = 0 | b = -2.9 | c = -0.5

17478) a = 0 | b = -2.9 | c = -0.4

17479) a = 0 | b = -2.9 | c = -0.3

17480) a = 0 | b = -2.9 | c = -0.2

17481) a = 0 | b = -2.9 | c = -0.1

17482) a = 0 | b = -2.9 | c = 0

17483) a = 0 | b = -2.9 | c = 0.1

17484) a = 0 | b = -2.9 | c = 0.2

17485) a = 0 | b = -2.9 | c = 0.3

17486) a = 0 | b = -2.9 | c = 0.4

17487) a = 0 | b = -2.9 | c = 0.5

17488) a = 0 | b = -2.9 | c = 0.6

17489) a = 0 | b = -2.9 | c = 0.7

17490) a = 0 | b = -2.9 | c = 0.8

17491) a = 0 | b = -2.9 | c = 0.9

17492) a = 0 | b = -2.9 | c = 1

17493) a = 0 | b = -2.9 | c = 1.1

17494) a = 0 | b = -2.9 | c = 1.2

17495) a = 0 | b = -2.9 | c = 1.3

17496) a = 0 | b = -2.9 | c = 1.4

17497) a = 0 | b = -2.9 | c = 1.5

17498) a = 0 | b = -2.9 | c = 1.6

