1) d = 81 | x1 = -1.0 | x2 = 0

29106) d = 12.25 | x1 = 0 | x2 = 0

29107) d = 12.25 | x1 = 0 | x2 = 0

29108) d = 12.25 | x1 = 0 | x2 = 0

29109) d = 12.25 | x1 = 0 | x2 = 0

29110) d = 12.25 | x1 = 0 | x2 = 0

29111) d = 12.25 | x1 = 0 | x2 = 0

29112) d = 12.25 | x1 = 0 | x2 = 0

29113) d = 12.25 | x1 = 0 | x2 = 0

29114) d = 12.25 | x1 = 0 | x2 = 0

29115) d = 12.25 | x1 = 0 | x2 = 0

29116) d = 12.25 | x1 = 0 | x2 = 0

29117) d = 12.25 | x1 = 0 | x2 = 0

29118) d = 12.25 | x1 = 0 | x2 = 0

29119) d = 12.25 | x1 = 0 | x2 = 0

29120) d = 12.25 | x1 = 0 | x2 = 0

29121) d = 12.25 | x1 = 0 | x2 = 0

29122) d = 12.25 | x1 = 0 | x2 = 0

29123) d = 12.25 | x1 = 0 | x2 = 0

29124) d = 12.25 | x1 = 0 | x2 = 0

29125) d = 12.25 | x1 = 0 | x2 = 0

29126) d = 12.25 | x1 = 0 | x2 = 0

29127) d = 12.25 | x1 = 0 | x2 = 0

29128) d = 12.25 | x1 = 0 | x2 = 0

29129) d = 12.25 | x1 = 0 | x2 = 0

29130) d = 12.25 | x1 = 0 | x2 = 0

29131) d = 12.25 | x1 = 0 | x2 = 0

29132) d = 12.25 | x1 = 0 | x2 = 0

29133) d = 12.25 | x1 = 0 | x2 = 0

29134) d = 12.25 | x1 = 0 | x2 = 0

29135) d = 12.25 | x1 = 0 | x2 = 0

29136) d = 12.25 | x1 = 0 | x2 = 0

29137) d = 12.25 | x1 = 0 | x2 = 0

29138) d = 12.25 | x1 = 0 | x2 = 0

29139) d = 12.25 | x1 = 0 | x2 = 0

29140) d = 12.25 | x1 = 0 | x2 = 0

29141) d = 12.25 | x1 = 0 | x2 = 0

29142) d = 12.25 | x1 = 0 | x2 = 0

29143) d = 12.25 | x1 = 0 | x2 = 0

29144) d = 12.25 | x1 = 0 | x2 = 0

29145) d = 12.25 | x1 = 0 | x2 = 0

29146) d = 12.25 | x1 = 0 | x2 = 0

29147) d = 12.25 | x1 = 0 | x2 = 0

29148) d = 12.25 | x1 = 0 | x2 = 0

29149) d = 12.25 | x1 = 0 | x2 = 0

29150) d = 12.25 | x1 = 0 | x2 = 0

29151) d = 12.25 | x1 = 0 | x2 = 0

29152) d = 12.25 | x1 = 0 | x2 = 0

29153) d = 12.25 | x1 = 0 | x2 = 0

29154) d = 12.25 | x1 = 0 | x2 = 0

29155) d = 12.25 | x1 = 0 | x2 = 0

29156) d = 12.25 | x1 = 0 | x2 = 0

29157) d = 12.96 | x1 = 0 | x2 = 0

29158) d = 12.96 | x1 = 0 | x2 = 0

29159) d = 12.96 | x1 = 0 | x2 = 0

29160) d = 12.96 | x1 = 0 | x2 = 0

29161) d = 12.96 | x1 = 0 | x2 = 0

29162) d = 12.96 | x1 = 0 | x2 = 0

29163) d = 12.96 | x1 = 0 | x2 = 0

29164) d = 12.96 | x1 = 0 | x2 = 0

29165) d = 12.96 | x1 = 0 | x2 = 0

29166) d = 12.96 | x1 = 0 | x2 = 0

29167) d = 12.96 | x1 = 0 | x2 = 0

29168) d = 12.96 | x1 = 0 | x2 = 0

29169) d = 12.96 | x1 = 0 | x2 = 0

29170) d = 12.96 | x1 = 0 | x2 = 0

29171) d = 12.96 | x1 = 0 | x2 = 0

29172) d = 12.96 | x1 = 0 | x2 = 0

29173) d = 12.96 | x1 = 0 | x2 = 0

29174) d = 12.96 | x1 = 0 | x2 = 0

29175) d = 12.96 | x1 = 0 | x2 = 0

29176) d = 12.96 | x1 = 0 | x2 = 0

29177) d = 12.96 | x1 = 0 | x2 = 0

29178) d = 12.96 | x1 = 0 | x2 = 0

29179) d = 12.96 | x1 = 0 | x2 = 0

29180) d = 12.96 | x1 = 0 | x2 = 0

29181) d = 12.96 | x1 = 0 | x2 = 0

29182) d = 12.96 | x1 = 0 | x2 = 0

29183) d = 12.96 | x1 = 0 | x2 = 0

29184) d = 12.96 | x1 = 0 | x2 = 0

29185) d = 12.96 | x1 = 0 | x2 = 0

29186) d = 12.96 | x1 = 0 | x2 = 0

29187) d = 12.96 | x1 = 0 | x2 = 0

29188) d = 12.96 | x1 = 0 | x2 = 0

29189) d = 12.96 | x1 = 0 | x2 = 0

29190) d = 12.96 | x1 = 0 | x2 = 0

29191) d = 12.96 | x1 = 0 | x2 = 0

29192) d = 12.96 | x1 = 0 | x2 = 0

29193) d = 12.96 | x1 = 0 | x2 = 0

29194) d = 12.96 | x1 = 0 | x2 = 0

29195) d = 12.96 | x1 = 0 | x2 = 0

29196) d = 12.96 | x1 = 0 | x2 = 0

29197) d = 12.96 | x1 = 0 | x2 = 0

29198) d = 12.96 | x1 = 0 | x2 = 0

29199) d = 12.96 | x1 = 0 | x2 = 0

29200) d = 12.96 | x1 = 0 | x2 = 0

29201) d = 12.96 | x1 = 0 | x2 = 0

29202) d = 12.96 | x1 = 0 | x2 = 0

29203) d = 12.96 | x1 = 0 | x2 = 0

29204) d = 12.96 | x1 = 0 | x2 = 0

29205) d = 12.96 | x1 = 0 | x2 = 0

29206) d = 12.96 | x1 = 0 | x2 = 0

29207) d = 12.96 | x1 = 0 | x2 = 0

29208) d = 12.96 | x1 = 0 | x2 = 0

29209) d = 12.96 | x1 = 0 | x2 = 0

29210) d = 12.96 | x1 = 0 | x2 = 0

29211) d = 12.96 | x1 = 0 | x2 = 0

29212) d = 12.96 | x1 = 0 | x2 = 0

29213) d = 12.96 | x1 = 0 | x2 = 0

29214) d = 12.96 | x1 = 0 | x2 = 0

29215) d = 12.96 | x1 = 0 | x2 = 0

29216) d = 12.96 | x1 = 0 | x2 = 0

29217) d = 12.96 | x1 = 0 | x2 = 0

29218) d = 12.96 | x1 = 0 | x2 = 0

29219) d = 12.96 | x1 = 0 | x2 = 0

29220) d = 12.96 | x1 = 0 | x2 = 0

29221) d = 12.96 | x1 = 0 | x2 = 0

29222) d = 12.96 | x1 = 0 | x2 = 0

29223) d = 12.96 | x1 = 0 | x2 = 0

29224) d = 12.96 | x1 = 0 | x2 = 0

29225) d = 12.96 | x1 = 0 | x2 = 0

29226) d = 12.96 | x1 = 0 | x2 = 0

29227) d = 12.96 | x1 = 0 | x2 = 0

29228) d = 12.96 | x1 = 0 | x2 = 0

29229) d = 12.96 | x1 = 0 | x2 = 0

29230) d = 12.96 | x1 = 0 | x2 = 0

29231) d = 12.96 | x1 = 0 | x2 = 0

29232) d = 12.96 | x1 = 0 | x2 = 0

29233) d = 12.96 | x1 = 0 | x2 = 0

29234) d = 12.96 | x1 = 0 | x2 = 0

29235) d = 12.96 | x1 = 0 | x2 = 0

29236) d = 12.96 | x1 = 0 | x2 = 0

29237) d = 12.96 | x1 = 0 | x2 = 0

29238) d = 12.96 | x1 = 0 | x2 = 0

29239) d = 12.96 | x1 = 0 | x2 = 0

29240) d = 12.96 | x1 = 0 | x2 = 0

29241) d = 12.96 | x1 = 0 | x2 = 0

29242) d = 12.96 | x1 = 0 | x2 = 0

29243) d = 12.96 | x1 = 0 | x2 = 0

29244) d = 12.96 | x1 = 0 | x2 = 0

29245) d = 12.96 | x1 = 0 | x2 = 0

29246) d = 12.96 | x1 = 0 | x2 = 0

29247) d = 12.96 | x1 = 0 | x2 = 0

29248) d = 12.96 | x1 = 0 | x2 = 0

29249) d = 12.96 | x1 = 0 | x2 = 0

29250) d = 12.96 | x1 = 0 | x2 = 0

29251) d = 12.96 | x1 = 0 | x2 = 0

29252) d = 12.96 | x1 = 0 | x2 = 0

29253) d = 12.96 | x1 = 0 | x2 = 0

29254) d = 12.96 | x1 = 0 | x2 = 0

29255) d = 12.96 | x1 = 0 | x2 = 0

29256) d = 12.96 | x1 = 0 | x2 = 0

29257) d = 12.96 | x1 = 0 | x2 = 0

29258) d = 12.96 | x1 = 0 | x2 = 0

29259) d = 12.96 | x1 = 0 | x2 = 0

29260) d = 12.96 | x1 = 0 | x2 = 0

29261) d = 12.96 | x1 = 0 | x2 = 0

29262) d = 12.96 | x1 = 0 | x2 = 0

29263) d = 12.96 | x1 = 0 | x2 = 0

29264) d = 12.96 | x1 = 0 | x2 = 0

29265) d = 12.96 | x1 = 0 | x2 = 0

29266) d = 12.96 | x1 = 0 | x2 = 0

29267) d = 12.96 | x1 = 0 | x2 = 0

29268) d = 12.96 | x1 = 0 | x2 = 0

29269) d = 12.96 | x1 = 0 | x2 = 0

29270) d = 12.96 | x1 = 0 | x2 = 0

29271) d = 12.96 | x1 = 0 | x2 = 0

29272) d = 12.96 | x1 = 0 | x2 = 0

29273) d = 12.96 | x1 = 0 | x2 = 0

29274) d = 12.96 | x1 = 0 | x2 = 0

29275) d = 12.96 | x1 = 0 | x2 = 0

29276) d = 12.96 | x1 = 0 | x2 = 0

29277) d = 12.96 | x1 = 0 | x2 = 0

29278) d = 12.96 | x1 = 0 | x2 = 0

29279) d = 12.96 | x1 = 0 | x2 = 0

29280) d = 12.96 | x1 = 0 | x2 = 0

29281) d = 12.96 | x1 = 0 | x2 = 0

29282) d = 12.96 | x1 = 0 | x2 = 0

29283) d = 12.96 | x1 = 0 | x2 = 0

29284) d = 12.96 | x1 = 0 | x2 = 0

29285) d = 12.96 | x1 = 0 | x2 = 0

29286) d = 12.96 | x1 = 0 | x2 = 0

29287) d = 12.96 | x1 = 0 | x2 = 0

29288) d = 12.96 | x1 = 0 | x2 = 0

29289) d = 12.96 | x1 = 0 | x2 = 0

29290) d = 12.96 | x1 = 0 | x2 = 0

29291) d = 12.96 | x1 = 0 | x2 = 0

29292) d = 12.96 | x1 = 0 | x2 = 0

29293) d = 12.96 | x1 = 0 | x2 = 0

29294) d = 12.96 | x1 = 0 | x2 = 0

29295) d = 12.96 | x1 = 0 | x2 = 0

29296) d = 12.96 | x1 = 0 | x2 = 0

29297) d = 12.96 | x1 = 0 | x2 = 0

29298) d = 12.96 | x1 = 0 | x2 = 0

29299) d = 12.96 | x1 = 0 | x2 = 0

29300) d = 12.96 | x1 = 0 | x2 = 0

29301) d = 12.96 | x1 = 0 | x2 = 0

29302) d = 12.96 | x1 = 0 | x2 = 0

29303) d = 12.96 | x1 = 0 | x2 = 0

29304) d = 12.96 | x1 = 0 | x2 = 0

29305) d = 12.96 | x1 = 0 | x2 = 0

29306) d = 12.96 | x1 = 0 | x2 = 0

29307) d = 12.96 | x1 = 0 | x2 = 0

29308) d = 12.96 | x1 = 0 | x2 = 0

29309) d = 12.96 | x1 = 0 | x2 = 0

29310) d = 12.96 | x1 = 0 | x2 = 0

29311) d = 12.96 | x1 = 0 | x2 = 0

29312) d = 12.96 | x1 = 0 | x2 = 0

29313) d = 12.96 | x1 = 0 | x2 = 0

29314) d = 12.96 | x1 = 0 | x2 = 0

29315) d = 12.96 | x1 = 0 | x2 = 0

29316) d = 12.96 | x1 = 0 | x2 = 0

29317) d = 12.96 | x1 = 0 | x2 = 0

29318) d = 12.96 | x1 = 0 | x2 = 0

29319) d = 12.96 | x1 = 0 | x2 = 0

29320) d = 12.96 | x1 = 0 | x2 = 0

29321) d = 12.96 | x1 = 0 | x2 = 0

29322) d = 12.96 | x1 = 0 | x2 = 0

29323) d = 12.96 | x1 = 0 | x2 = 0

29324) d = 12.96 | x1 = 0 | x2 = 0

29325) d = 12.96 | x1 = 0 | x2 = 0

29326) d = 12.96 | x1 = 0 | x2 = 0

29327) d = 12.96 | x1 = 0 | x2 = 0

29328) d = 12.96 | x1 = 0 | x2 = 0

29329) d = 12.96 | x1 = 0 | x2 = 0

29330) d = 12.96 | x1 = 0 | x2 = 0

29331) d = 12.96 | x1 = 0 | x2 = 0

29332) d = 12.96 | x1 = 0 | x2 = 0

29333) d = 12.96 | x1 = 0 | x2 = 0

29334) d = 12.96 | x1 = 0 | x2 = 0

29335) d = 12.96 | x1 = 0 | x2 = 0

29336) d = 12.96 | x1 = 0 | x2 = 0

29337) d = 12.96 | x1 = 0 | x2 = 0

29338) d = 13.69 | x1 = 0 | x2 = 0

29339) d = 13.69 | x1 = 0 | x2 = 0

29340) d = 13.69 | x1 = 0 | x2 = 0

29341) d = 13.69 | x1 = 0 | x2 = 0

29342) d = 13.69 | x1 = 0 | x2 = 0

29343) d = 13.69 | x1 = 0 | x2 = 0

29344) d = 13.69 | x1 = 0 | x2 = 0

29345) d = 13.69 | x1 = 0 | x2 = 0

29346) d = 13.69 | x1 = 0 | x2 = 0

29347) d = 13.69 | x1 = 0 | x2 = 0

29348) d = 13.69 | x1 = 0 | x2 = 0

29349) d = 13.69 | x1 = 0 | x2 = 0

29350) d = 13.69 | x1 = 0 | x2 = 0

29351) d = 13.69 | x1 = 0 | x2 = 0

29352) d = 13.69 | x1 = 0 | x2 = 0

29353) d = 13.69 | x1 = 0 | x2 = 0

29354) d = 13.69 | x1 = 0 | x2 = 0

29355) d = 13.69 | x1 = 0 | x2 = 0

29356) d = 13.69 | x1 = 0 | x2 = 0

29357) d = 13.69 | x1 = 0 | x2 = 0

29358) d = 13.69 | x1 = 0 | x2 = 0

29359) d = 13.69 | x1 = 0 | x2 = 0

29360) d = 13.69 | x1 = 0 | x2 = 0

29361) d = 13.69 | x1 = 0 | x2 = 0

29362) d = 13.69 | x1 = 0 | x2 = 0

29363) d = 13.69 | x1 = 0 | x2 = 0

29364) d = 13.69 | x1 = 0 | x2 = 0

29365) d = 13.69 | x1 = 0 | x2 = 0

29366) d = 13.69 | x1 = 0 | x2 = 0

29367) d = 13.69 | x1 = 0 | x2 = 0

29368) d = 13.69 | x1 = 0 | x2 = 0

29369) d = 13.69 | x1 = 0 | x2 = 0

29370) d = 13.69 | x1 = 0 | x2 = 0

29371) d = 13.69 | x1 = 0 | x2 = 0

29372) d = 13.69 | x1 = 0 | x2 = 0

29373) d = 13.69 | x1 = 0 | x2 = 0

29374) d = 13.69 | x1 = 0 | x2 = 0

29375) d = 13.69 | x1 = 0 | x2 = 0

29376) d = 13.69 | x1 = 0 | x2 = 0

29377) d = 13.69 | x1 = 0 | x2 = 0

29378) d = 13.69 | x1 = 0 | x2 = 0

29379) d = 13.69 | x1 = 0 | x2 = 0

29380) d = 13.69 | x1 = 0 | x2 = 0

29381) d = 13.69 | x1 = 0 | x2 = 0

29382) d = 13.69 | x1 = 0 | x2 = 0

29383) d = 13.69 | x1 = 0 | x2 = 0

29384) d = 13.69 | x1 = 0 | x2 = 0

29385) d = 13.69 | x1 = 0 | x2 = 0

29386) d = 13.69 | x1 = 0 | x2 = 0

29387) d = 13.69 | x1 = 0 | x2 = 0

29388) d = 13.69 | x1 = 0 | x2 = 0

29389) d = 13.69 | x1 = 0 | x2 = 0

29390) d = 13.69 | x1 = 0 | x2 = 0

29391) d = 13.69 | x1 = 0 | x2 = 0

29392) d = 13.69 | x1 = 0 | x2 = 0

29393) d = 13.69 | x1 = 0 | x2 = 0

29394) d = 13.69 | x1 = 0 | x2 = 0

29395) d = 13.69 | x1 = 0 | x2 = 0

29396) d = 13.69 | x1 = 0 | x2 = 0

29397) d = 13.69 | x1 = 0 | x2 = 0

29398) d = 13.69 | x1 = 0 | x2 = 0

29399) d = 13.69 | x1 = 0 | x2 = 0

29400) d = 13.69 | x1 = 0 | x2 = 0

29401) d = 13.69 | x1 = 0 | x2 = 0

29402) d = 13.69 | x1 = 0 | x2 = 0

29403) d = 13.69 | x1 = 0 | x2 = 0

29404) d = 13.69 | x1 = 0 | x2 = 0

29405) d = 13.69 | x1 = 0 | x2 = 0

29406) d = 13.69 | x1 = 0 | x2 = 0

29407) d = 13.69 | x1 = 0 | x2 = 0

29408) d = 13.69 | x1 = 0 | x2 = 0

29409) d = 13.69 | x1 = 0 | x2 = 0

29410) d = 13.69 | x1 = 0 | x2 = 0

29411) d = 13.69 | x1 = 0 | x2 = 0

29412) d = 13.69 | x1 = 0 | x2 = 0

29413) d = 13.69 | x1 = 0 | x2 = 0

29414) d = 13.69 | x1 = 0 | x2 = 0

29415) d = 13.69 | x1 = 0 | x2 = 0

29416) d = 13.69 | x1 = 0 | x2 = 0

29417) d = 13.69 | x1 = 0 | x2 = 0

29418) d = 13.69 | x1 = 0 | x2 = 0

29419) d = 13.69 | x1 = 0 | x2 = 0

29420) d = 13.69 | x1 = 0 | x2 = 0

29421) d = 13.69 | x1 = 0 | x2 = 0

29422) d = 13.69 | x1 = 0 | x2 = 0

29423) d = 13.69 | x1 = 0 | x2 = 0

29424) d = 13.69 | x1 = 0 | x2 = 0

29425) d = 13.69 | x1 = 0 | x2 = 0

29426) d = 13.69 | x1 = 0 | x2 = 0

29427) d = 13.69 | x1 = 0 | x2 = 0

29428) d = 13.69 | x1 = 0 | x2 = 0

29429) d = 13.69 | x1 = 0 | x2 = 0

29430) d = 13.69 | x1 = 0 | x2 = 0

29431) d = 13.69 | x1 = 0 | x2 = 0

29432) d = 13.69 | x1 = 0 | x2 = 0

29433) d = 13.69 | x1 = 0 | x2 = 0

29434) d = 13.69 | x1 = 0 | x2 = 0

29435) d = 13.69 | x1 = 0 | x2 = 0

29436) d = 13.69 | x1 = 0 | x2 = 0

29437) d = 13.69 | x1 = 0 | x2 = 0

29438) d = 13.69 | x1 = 0 | x2 = 0

29439) d = 13.69 | x1 = 0 | x2 = 0

29440) d = 13.69 | x1 = 0 | x2 = 0

29441) d = 13.69 | x1 = 0 | x2 = 0

29442) d = 13.69 | x1 = 0 | x2 = 0

29443) d = 13.69 | x1 = 0 | x2 = 0

29444) d = 13.69 | x1 = 0 | x2 = 0

29445) d = 13.69 | x1 = 0 | x2 = 0

29446) d = 13.69 | x1 = 0 | x2 = 0

29447) d = 13.69 | x1 = 0 | x2 = 0

29448) d = 13.69 | x1 = 0 | x2 = 0

29449) d = 13.69 | x1 = 0 | x2 = 0

29450) d = 13.69 | x1 = 0 | x2 = 0

29451) d = 13.69 | x1 = 0 | x2 = 0

29452) d = 13.69 | x1 = 0 | x2 = 0

29453) d = 13.69 | x1 = 0 | x2 = 0

29454) d = 13.69 | x1 = 0 | x2 = 0

29455) d = 13.69 | x1 = 0 | x2 = 0

29456) d = 13.69 | x1 = 0 | x2 = 0

29457) d = 13.69 | x1 = 0 | x2 = 0

29458) d = 13.69 | x1 = 0 | x2 = 0

29459) d = 13.69 | x1 = 0 | x2 = 0

29460) d = 13.69 | x1 = 0 | x2 = 0

29461) d = 13.69 | x1 = 0 | x2 = 0

29462) d = 13.69 | x1 = 0 | x2 = 0

29463) d = 13.69 | x1 = 0 | x2 = 0

29464) d = 13.69 | x1 = 0 | x2 = 0

29465) d = 13.69 | x1 = 0 | x2 = 0

29466) d = 13.69 | x1 = 0 | x2 = 0

29467) d = 13.69 | x1 = 0 | x2 = 0

29468) d = 13.69 | x1 = 0 | x2 = 0

29469) d = 13.69 | x1 = 0 | x2 = 0

29470) d = 13.69 | x1 = 0 | x2 = 0

29471) d = 13.69 | x1 = 0 | x2 = 0

29472) d = 13.69 | x1 = 0 | x2 = 0

29473) d = 13.69 | x1 = 0 | x2 = 0

29474) d = 13.69 | x1 = 0 | x2 = 0

29475) d = 13.69 | x1 = 0 | x2 = 0

29476) d = 13.69 | x1 = 0 | x2 = 0

29477) d = 13.69 | x1 = 0 | x2 = 0

29478) d = 13.69 | x1 = 0 | x2 = 0

29479) d = 13.69 | x1 = 0 | x2 = 0

29480) d = 13.69 | x1 = 0 | x2 = 0

29481) d = 13.69 | x1 = 0 | x2 = 0

29482) d = 13.69 | x1 = 0 | x2 = 0

29483) d = 13.69 | x1 = 0 | x2 = 0

29484) d = 13.69 | x1 = 0 | x2 = 0

29485) d = 13.69 | x1 = 0 | x2 = 0

29486) d = 13.69 | x1 = 0 | x2 = 0

29487) d = 13.69 | x1 = 0 | x2 = 0

29488) d = 13.69 | x1 = 0 | x2 = 0

29489) d = 13.69 | x1 = 0 | x2 = 0

29490) d = 13.69 | x1 = 0 | x2 = 0

29491) d = 13.69 | x1 = 0 | x2 = 0

29492) d = 13.69 | x1 = 0 | x2 = 0

29493) d = 13.69 | x1 = 0 | x2 = 0

29494) d = 13.69 | x1 = 0 | x2 = 0

29495) d = 13.69 | x1 = 0 | x2 = 0

29496) d = 13.69 | x1 = 0 | x2 = 0

29497) d = 13.69 | x1 = 0 | x2 = 0

29498) d = 13.69 | x1 = 0 | x2 = 0

29499) d = 13.69 | x1 = 0 | x2 = 0

29500) d = 13.69 | x1 = 0 | x2 = 0

29501) d = 13.69 | x1 = 0 | x2 = 0

29502) d = 13.69 | x1 = 0 | x2 = 0

29503) d = 13.69 | x1 = 0 | x2 = 0

29504) d = 13.69 | x1 = 0 | x2 = 0

29505) d = 13.69 | x1 = 0 | x2 = 0

29506) d = 13.69 | x1 = 0 | x2 = 0

29507) d = 13.69 | x1 = 0 | x2 = 0

29508) d = 13.69 | x1 = 0 | x2 = 0

29509) d = 13.69 | x1 = 0 | x2 = 0

29510) d = 13.69 | x1 = 0 | x2 = 0

29511) d = 13.69 | x1 = 0 | x2 = 0

29512) d = 13.69 | x1 = 0 | x2 = 0

29513) d = 13.69 | x1 = 0 | x2 = 0

29514) d = 13.69 | x1 = 0 | x2 = 0

29515) d = 13.69 | x1 = 0 | x2 = 0

29516) d = 13.69 | x1 = 0 | x2 = 0

29517) d = 13.69 | x1 = 0 | x2 = 0

29518) d = 13.69 | x1 = 0 | x2 = 0

29519) d = 14.44 | x1 = 0 | x2 = 0

29520) d = 14.44 | x1 = 0 | x2 = 0

29521) d = 14.44 | x1 = 0 | x2 = 0

29522) d = 14.44 | x1 = 0 | x2 = 0

29523) d = 14.44 | x1 = 0 | x2 = 0

29524) d = 14.44 | x1 = 0 | x2 = 0

29525) d = 14.44 | x1 = 0 | x2 = 0

29526) d = 14.44 | x1 = 0 | x2 = 0

29527) d = 14.44 | x1 = 0 | x2 = 0

29528) d = 14.44 | x1 = 0 | x2 = 0

29529) d = 14.44 | x1 = 0 | x2 = 0

29530) d = 14.44 | x1 = 0 | x2 = 0

29531) d = 14.44 | x1 = 0 | x2 = 0

29532) d = 14.44 | x1 = 0 | x2 = 0

29533) d = 14.44 | x1 = 0 | x2 = 0

29534) d = 14.44 | x1 = 0 | x2 = 0

29535) d = 14.44 | x1 = 0 | x2 = 0

29536) d = 14.44 | x1 = 0 | x2 = 0

29537) d = 14.44 | x1 = 0 | x2 = 0

29538) d = 14.44 | x1 = 0 | x2 = 0

29539) d = 14.44 | x1 = 0 | x2 = 0

29540) d = 14.44 | x1 = 0 | x2 = 0

29541) d = 14.44 | x1 = 0 | x2 = 0

29542) d = 14.44 | x1 = 0 | x2 = 0

29543) d = 14.44 | x1 = 0 | x2 = 0

29544) d = 14.44 | x1 = 0 | x2 = 0

29545) d = 14.44 | x1 = 0 | x2 = 0

29546) d = 14.44 | x1 = 0 | x2 = 0

29547) d = 14.44 | x1 = 0 | x2 = 0

29548) d = 14.44 | x1 = 0 | x2 = 0

29549) d = 14.44 | x1 = 0 | x2 = 0

29550) d = 14.44 | x1 = 0 | x2 = 0

29551) d = 14.44 | x1 = 0 | x2 = 0

29552) d = 14.44 | x1 = 0 | x2 = 0

29553) d = 14.44 | x1 = 0 | x2 = 0

29554) d = 14.44 | x1 = 0 | x2 = 0

29555) d = 14.44 | x1 = 0 | x2 = 0

29556) d = 14.44 | x1 = 0 | x2 = 0

29557) d = 14.44 | x1 = 0 | x2 = 0

29558) d = 14.44 | x1 = 0 | x2 = 0

29559) d = 14.44 | x1 = 0 | x2 = 0

29560) d = 14.44 | x1 = 0 | x2 = 0

29561) d = 14.44 | x1 = 0 | x2 = 0

29562) d = 14.44 | x1 = 0 | x2 = 0

29563) d = 14.44 | x1 = 0 | x2 = 0

29564) d = 14.44 | x1 = 0 | x2 = 0

29565) d = 14.44 | x1 = 0 | x2 = 0

29566) d = 14.44 | x1 = 0 | x2 = 0

29567) d = 14.44 | x1 = 0 | x2 = 0

29568) d = 14.44 | x1 = 0 | x2 = 0

29569) d = 14.44 | x1 = 0 | x2 = 0

29570) d = 14.44 | x1 = 0 | x2 = 0

29571) d = 14.44 | x1 = 0 | x2 = 0

29572) d = 14.44 | x1 = 0 | x2 = 0

29573) d = 14.44 | x1 = 0 | x2 = 0

29574) d = 14.44 | x1 = 0 | x2 = 0

29575) d = 14.44 | x1 = 0 | x2 = 0

29576) d = 14.44 | x1 = 0 | x2 = 0

29577) d = 14.44 | x1 = 0 | x2 = 0

29578) d = 14.44 | x1 = 0 | x2 = 0

29579) d = 14.44 | x1 = 0 | x2 = 0

29580) d = 14.44 | x1 = 0 | x2 = 0

29581) d = 14.44 | x1 = 0 | x2 = 0

29582) d = 14.44 | x1 = 0 | x2 = 0

29583) d = 14.44 | x1 = 0 | x2 = 0

29584) d = 14.44 | x1 = 0 | x2 = 0

29585) d = 14.44 | x1 = 0 | x2 = 0

29586) d = 14.44 | x1 = 0 | x2 = 0

29587) d = 14.44 | x1 = 0 | x2 = 0

29588) d = 14.44 | x1 = 0 | x2 = 0

29589) d = 14.44 | x1 = 0 | x2 = 0

29590) d = 14.44 | x1 = 0 | x2 = 0

29591) d = 14.44 | x1 = 0 | x2 = 0

29592) d = 14.44 | x1 = 0 | x2 = 0

29593) d = 14.44 | x1 = 0 | x2 = 0

29594) d = 14.44 | x1 = 0 | x2 = 0

29595) d = 14.44 | x1 = 0 | x2 = 0

29596) d = 14.44 | x1 = 0 | x2 = 0

29597) d = 14.44 | x1 = 0 | x2 = 0

29598) d = 14.44 | x1 = 0 | x2 = 0

29599) d = 14.44 | x1 = 0 | x2 = 0

29600) d = 14.44 | x1 = 0 | x2 = 0

29601) d = 14.44 | x1 = 0 | x2 = 0

29602) d = 14.44 | x1 = 0 | x2 = 0

29603) d = 14.44 | x1 = 0 | x2 = 0

29604) d = 14.44 | x1 = 0 | x2 = 0

29605) d = 14.44 | x1 = 0 | x2 = 0

29606) d = 14.44 | x1 = 0 | x2 = 0

29607) d = 14.44 | x1 = 0 | x2 = 0

29608) d = 14.44 | x1 = 0 | x2 = 0

29609) d = 14.44 | x1 = 0 | x2 = 0

29610) d = 14.44 | x1 = 0 | x2 = 0

29611) d = 14.44 | x1 = 0 | x2 = 0

29612) d = 14.44 | x1 = 0 | x2 = 0

29613) d = 14.44 | x1 = 0 | x2 = 0

29614) d = 14.44 | x1 = 0 | x2 = 0

29615) d = 14.44 | x1 = 0 | x2 = 0

29616) d = 14.44 | x1 = 0 | x2 = 0

29617) d = 14.44 | x1 = 0 | x2 = 0

29618) d = 14.44 | x1 = 0 | x2 = 0

29619) d = 14.44 | x1 = 0 | x2 = 0

29620) d = 14.44 | x1 = 0 | x2 = 0

29621) d = 14.44 | x1 = 0 | x2 = 0

29622) d = 14.44 | x1 = 0 | x2 = 0

