1) d = 81 | x1 = -1.0 | x2 = 0

5206) d = 0.81 | x1 = -1.8 | x2 = 0

5207) d = 8.41 | x1 = -3.8 | x2 = 2.0

5208) d = 9.61 | x1 = -4.0 | x2 = 2.2

5209) d = 15.21 | x1 = -4.8 | x2 = 3.0

5210) d = 0.64 | x1 = -1.6 | x2 = 0

5211) d = 3.24 | x1 = -2.6 | x2 = 1.0

5212) d = 0.49 | x1 = -1.4 | x2 = 0

5213) d = 2.89 | x1 = -2.4 | x2 = 1.0

5214) d = 0.36 | x1 = -1.2 | x2 = 0

5215) d = 2.56 | x1 = -2.2 | x2 = 1.0

5216) d = 6.76 | x1 = -3.2 | x2 = 2.0

5217) d = 11.56 | x1 = -4.0 | x2 = 2.8

5218) d = 12.96 | x1 = -4.2 | x2 = 3.0

5219) d = 0.25 | x1 = -1.0 | x2 = 0

5220) d = 2.25 | x1 = -2.0 | x2 = 1.0

5221) d = 6.25 | x1 = -3.0 | x2 = 2.0

5222) d = 12.25 | x1 = -4.0 | x2 = 3.0

5223) d = 0.16 | x1 = -0.8 | x2 = 0

5224) d = 5.76 | x1 = -2.8 | x2 = 2.0

5225) d = 6.76 | x1 = -3.0 | x2 = 2.2

5226) d = 11.56 | x1 = -3.8 | x2 = 3.0

5227) d = 12.96 | x1 = -4.0 | x2 = 3.2

5228) d = 0.09 | x1 = -0.6 | x2 = 0

5229) d = 1.69 | x1 = -1.6 | x2 = 1.0

5230) d = 2.89 | x1 = -2.0 | x2 = 1.4

5231) d = 0.04 | x1 = -0.4 | x2 = 0

5232) d = 1.44 | x1 = -1.4 | x2 = 1.0

5233) d = 3.24 | x1 = -2.0 | x2 = 1.6

5234) d = 17.64 | x1 = -4.4 | x2 = 4.0

5235) d = 0.01 | x1 = -0.2 | x2 = 0

5236) d = 0.81 | x1 = -1.0 | x2 = 0.8

5237) d = 4.41 | x1 = -2.2 | x2 = 2.0

5238) d = 8.41 | x1 = -3.0 | x2 = 2.8

5239) d = 9.61 | x1 = -3.2 | x2 = 3.0

5240) d = 15.21 | x1 = -4.0 | x2 = 3.8

5241) d = 0.0 | x1 = 0 | x2 = 0

5242) d = 1.0 | x1 = -1.0 | x2 = 1.0

5243) d = 4.0 | x1 = -2.0 | x2 = 2.0

5244) d = 9.0 | x1 = -3.0 | x2 = 3.0

5245) d = 16.0 | x1 = -4.0 | x2 = 4.0

5246) d = 0.01 | x1 = 0 | x2 = 0.2

5247) d = 0.81 | x1 = -0.8 | x2 = 1.0

5248) d = 4.41 | x1 = -2.0 | x2 = 2.2

5249) d = 8.41 | x1 = -2.8 | x2 = 3.0

5250) d = 9.61 | x1 = -3.0 | x2 = 3.2

5251) d = 15.21 | x1 = -3.8 | x2 = 4.0

5252) d = 0.04 | x1 = 0 | x2 = 0.4

5253) d = 1.44 | x1 = -1.0 | x2 = 1.4

5254) d = 3.24 | x1 = -1.6 | x2 = 2.0

5255) d = 17.64 | x1 = -4.0 | x2 = 4.4

5256) d = 0.09 | x1 = 0 | x2 = 0.6

5257) d = 1.69 | x1 = -1.0 | x2 = 1.6

5258) d = 2.89 | x1 = -1.4 | x2 = 2.0

5259) d = 0.16 | x1 = 0 | x2 = 0.8

5260) d = 5.76 | x1 = -2.0 | x2 = 2.8

5261) d = 6.76 | x1 = -2.2 | x2 = 3.0

5262) d = 11.56 | x1 = -3.0 | x2 = 3.8

5263) d = 12.96 | x1 = -3.2 | x2 = 4.0

5264) d = 0.25 | x1 = 0 | x2 = 1.0

5265) d = 2.25 | x1 = -1.0 | x2 = 2.0

5266) d = 6.25 | x1 = -2.0 | x2 = 3.0

5267) d = 12.25 | x1 = -3.0 | x2 = 4.0

5268) d = 0.36 | x1 = 0 | x2 = 1.2

5269) d = 2.56 | x1 = -1.0 | x2 = 2.2

5270) d = 6.76 | x1 = -2.0 | x2 = 3.2

5271) d = 11.56 | x1 = -2.8 | x2 = 4.0

5272) d = 12.96 | x1 = -3.0 | x2 = 4.2

5273) d = 0.49 | x1 = 0 | x2 = 1.4

5274) d = 2.89 | x1 = -1.0 | x2 = 2.4

5275) d = 0.64 | x1 = 0 | x2 = 1.6

5276) d = 3.24 | x1 = -1.0 | x2 = 2.6

5277) d = 0.81 | x1 = 0 | x2 = 1.8

5278) d = 8.41 | x1 = -2.0 | x2 = 3.8

5279) d = 9.61 | x1 = -2.2 | x2 = 4.0

5280) d = 15.21 | x1 = -3.0 | x2 = 4.8

5281) d = 0.0 | x1 = 1.0 | x2 = 1.0

5282) d = 1.0 | x1 = 0 | x2 = 2.0

5283) d = 4.0 | x1 = -1.0 | x2 = 3.0

5284) d = 9.0 | x1 = -2.0 | x2 = 4.0

5285) d = 16.0 | x1 = -3.0 | x2 = 5.0

5286) d = 1.21 | x1 = 0 | x2 = 2.2

5287) d = 4.41 | x1 = -1.0 | x2 = 3.2

5288) d = 9.61 | x1 = -2.0 | x2 = 4.2

5289) d = 15.21 | x1 = -2.8 | x2 = 5.0

5290) d = 1.44 | x1 = 0 | x2 = 2.4

5291) d = 10.24 | x1 = -2.0 | x2 = 4.4

5292) d = 17.64 | x1 = -3.0 | x2 = 5.4

5293) d = 1.69 | x1 = 0 | x2 = 2.6

5294) d = 18.49 | x1 = -3.0 | x2 = 5.6

5295) d = 1.96 | x1 = 0 | x2 = 2.8

5296) d = 5.76 | x1 = -1.0 | x2 = 3.8

5297) d = 11.56 | x1 = -2.0 | x2 = 4.8

5298) d = 12.96 | x1 = -2.2 | x2 = 5.0

5299) d = 0.25 | x1 = 1.0 | x2 = 2.0

5300) d = 2.25 | x1 = 0 | x2 = 3.0

5301) d = 6.25 | x1 = -1.0 | x2 = 4.0

5302) d = 12.25 | x1 = -2.0 | x2 = 5.0

5303) d = 20.25 | x1 = -3.0 | x2 = 6.0

5304) d = 2.56 | x1 = 0 | x2 = 3.2

5305) d = 6.76 | x1 = -1.0 | x2 = 4.2

5306) d = 12.96 | x1 = -2.0 | x2 = 5.2

5307) d = 2.89 | x1 = 0 | x2 = 3.4

5308) d = 13.69 | x1 = -2.0 | x2 = 5.4

5309) d = 0.64 | x1 = 1.0 | x2 = 2.6

5310) d = 3.24 | x1 = 0 | x2 = 3.6

5311) d = 3.61 | x1 = 0 | x2 = 3.8

5312) d = 8.41 | x1 = -1.0 | x2 = 4.8

5313) d = 15.21 | x1 = -2.0 | x2 = 5.8

5314) d = 0.0 | x1 = 2.0 | x2 = 2.0

5315) d = 1.0 | x1 = 1.0 | x2 = 3.0

5316) d = 4.0 | x1 = 0 | x2 = 4.0

5317) d = 9.0 | x1 = -1.0 | x2 = 5.0

5318) d = 16.0 | x1 = -2.0 | x2 = 6.0

5319) d = 1.21 | x1 = 1.0 | x2 = 3.2

5320) d = 4.41 | x1 = 0 | x2 = 4.2

5321) d = 9.61 | x1 = -1.0 | x2 = 5.2

5322) d = 4.84 | x1 = 0 | x2 = 4.4

5323) d = 10.24 | x1 = -1.0 | x2 = 5.4

5324) d = 17.64 | x1 = -2.0 | x2 = 6.4

5325) d = 5.29 | x1 = 0 | x2 = 4.6

5326) d = 10.89 | x1 = -1.0 | x2 = 5.6

5327) d = 18.49 | x1 = -2.0 | x2 = 6.6

5328) d = 1.96 | x1 = 1.0 | x2 = 3.8

5329) d = 5.76 | x1 = 0 | x2 = 4.8

5330) d = 11.56 | x1 = -1.0 | x2 = 5.8

5331) d = 0.25 | x1 = 2.0 | x2 = 3.0

5332) d = 2.25 | x1 = 1.0 | x2 = 4.0

5333) d = 6.25 | x1 = 0 | x2 = 5.0

5334) d = 12.25 | x1 = -1.0 | x2 = 6.0

5335) d = 20.25 | x1 = -2.0 | x2 = 7.0

5336) d = 2.56 | x1 = 1.0 | x2 = 4.2

5337) d = 6.76 | x1 = 0 | x2 = 5.2

5338) d = 12.96 | x1 = -1.0 | x2 = 6.2

5339) d = 7.29 | x1 = 0 | x2 = 5.4

5340) d = 13.69 | x1 = -1.0 | x2 = 6.4

5341) d = 22.09 | x1 = -2.0 | x2 = 7.4

5342) d = 7.84 | x1 = 0 | x2 = 5.6

5343) d = 14.44 | x1 = -1.0 | x2 = 6.6

5344) d = 23.04 | x1 = -2.0 | x2 = 7.6

5345) d = 8.41 | x1 = 0 | x2 = 5.8

5346) d = 15.21 | x1 = -1.0 | x2 = 6.8

5347) d = 0.0 | x1 = 3.0 | x2 = 3.0

5348) d = 1.0 | x1 = 2.0 | x2 = 4.0

5349) d = 4.0 | x1 = 1.0 | x2 = 5.0

5350) d = 9.0 | x1 = 0 | x2 = 6.0

5351) d = 16.0 | x1 = -1.0 | x2 = 7.0

5352) d = 25.0 | x1 = -2.0 | x2 = 8.0

5353) d = 4.41 | x1 = 1.0 | x2 = 5.2

5354) d = 9.61 | x1 = 0 | x2 = 6.2

5355) d = 4.84 | x1 = 1.0 | x2 = 5.4

5356) d = 10.24 | x1 = 0 | x2 = 6.4

5357) d = 17.64 | x1 = -1.0 | x2 = 7.4

5358) d = 27.04 | x1 = -2.0 | x2 = 8.4

5359) d = 5.29 | x1 = 1.0 | x2 = 5.6

5360) d = 10.89 | x1 = 0 | x2 = 6.6

5361) d = 18.49 | x1 = -1.0 | x2 = 7.6

5362) d = 28.09 | x1 = -2.0 | x2 = 8.6

5363) d = 5.76 | x1 = 1.0 | x2 = 5.8

5364) d = 11.56 | x1 = 0 | x2 = 6.8

5365) d = 0.25 | x1 = 3.0 | x2 = 4.0

5366) d = 2.25 | x1 = 2.0 | x2 = 5.0

5367) d = 6.25 | x1 = 1.0 | x2 = 6.0

5368) d = 12.25 | x1 = 0 | x2 = 7.0

5369) d = 20.25 | x1 = -1.0 | x2 = 8.0

5370) d = 30.25 | x1 = -2.0 | x2 = 9.0

5371) d = 2.56 | x1 = 2.0 | x2 = 5.2

5372) d = 6.76 | x1 = 1.0 | x2 = 6.2

5373) d = 12.96 | x1 = 0 | x2 = 7.2

5374) d = 7.29 | x1 = 1.0 | x2 = 6.4

5375) d = 13.69 | x1 = 0 | x2 = 7.4

5376) d = 22.09 | x1 = -1.0 | x2 = 8.4

5377) d = 7.84 | x1 = 1.0 | x2 = 6.6

5378) d = 14.44 | x1 = 0 | x2 = 7.6

5379) d = 23.04 | x1 = -1.0 | x2 = 8.6

5380) d = 3.61 | x1 = 2.0 | x2 = 5.8

5381) d = 8.41 | x1 = 1.0 | x2 = 6.8

5382) d = 15.21 | x1 = 0 | x2 = 7.8

5383) d = 0.0 | x1 = 4.0 | x2 = 4.0

5384) d = 1.0 | x1 = 3.0 | x2 = 5.0

5385) d = 4.0 | x1 = 2.0 | x2 = 6.0

5386) d = 9.0 | x1 = 1.0 | x2 = 7.0

5387) d = 16.0 | x1 = 0 | x2 = 8.0

5388) d = 25.0 | x1 = -1.0 | x2 = 9.0

5389) d = 16.81 | x1 = 0 | x2 = 8.2

5390) d = 26.01 | x1 = -1.0 | x2 = 9.2

5391) d = 4.84 | x1 = 2.0 | x2 = 6.4

5392) d = 10.24 | x1 = 1.0 | x2 = 7.4

5393) d = 17.64 | x1 = 0 | x2 = 8.4

5394) d = 27.04 | x1 = -1.0 | x2 = 9.4

5395) d = 5.29 | x1 = 2.0 | x2 = 6.6

5396) d = 10.89 | x1 = 1.0 | x2 = 7.6

5397) d = 18.49 | x1 = 0 | x2 = 8.6

5398) d = 28.09 | x1 = -1.0 | x2 = 9.6

5399) d = 19.36 | x1 = 0 | x2 = 8.8

5400) d = 29.16 | x1 = -1.0 | x2 = 9.8

5401) d = 2.25 | x1 = 3.0 | x2 = 6.0

5402) d = 6.25 | x1 = 2.0 | x2 = 7.0

5403) d = 12.25 | x1 = 1.0 | x2 = 8.0

5404) d = 20.25 | x1 = 0 | x2 = 9.0

5405) d = 30.25 | x1 = -1.0 | x2 = 10.0

5406) d = 21.16 | x1 = 0 | x2 = 9.2

5407) d = 31.36 | x1 = -1.0 | x2 = 10.2

5408) d = 22.09 | x1 = 0 | x2 = 9.4

5409) d = 32.49 | x1 = -1.0 | x2 = 10.4

5410) d = 7.84 | x1 = 2.0 | x2 = 7.6

5411) d = 14.44 | x1 = 1.0 | x2 = 8.6

5412) d = 23.04 | x1 = 0 | x2 = 9.6

5413) d = 33.64 | x1 = -1.0 | x2 = 10.6

5414) d = 24.01 | x1 = 0 | x2 = 9.8

5415) d = 34.81 | x1 = -1.0 | x2 = 10.8

5416) d = 9.0 | x1 = 2.0 | x2 = 8.0

5417) d = 16.0 | x1 = 1.0 | x2 = 9.0

5418) d = 25.0 | x1 = 0 | x2 = 10.0

5419) d = 36.0 | x1 = -1.0 | x2 = 11.0

5420) d = 16.81 | x1 = 1.0 | x2 = 9.2

5421) d = 26.01 | x1 = 0 | x2 = 10.2

5422) d = 37.21 | x1 = -1.0 | x2 = 11.2

5423) d = 10.24 | x1 = 2.0 | x2 = 8.4

5424) d = 17.64 | x1 = 1.0 | x2 = 9.4

5425) d = 27.04 | x1 = 0 | x2 = 10.4

5426) d = 38.44 | x1 = -1.0 | x2 = 11.4

5427) d = 18.49 | x1 = 1.0 | x2 = 9.6

5428) d = 28.09 | x1 = 0 | x2 = 10.6

5429) d = 39.69 | x1 = -1.0 | x2 = 11.6

5430) d = 19.36 | x1 = 1.0 | x2 = 9.8

5431) d = 29.16 | x1 = 0 | x2 = 10.8

5432) d = 40.96 | x1 = -1.0 | x2 = 11.8

5433) d = 12.25 | x1 = 2.0 | x2 = 9.0

5434) d = 20.25 | x1 = 1.0 | x2 = 10.0

5435) d = 30.25 | x1 = 0 | x2 = 11.0

5436) d = 42.25 | x1 = -1.0 | x2 = 12.0

5437) d = 21.16 | x1 = 1.0 | x2 = 10.2

5438) d = 31.36 | x1 = 0 | x2 = 11.2

5439) d = 43.56 | x1 = -1.0 | x2 = 12.2

5440) d = 22.09 | x1 = 1.0 | x2 = 10.4

5441) d = 32.49 | x1 = 0 | x2 = 11.4

5442) d = 44.89 | x1 = -1.0 | x2 = 12.4

5443) d = 23.04 | x1 = 1.0 | x2 = 10.6

5444) d = 33.64 | x1 = 0 | x2 = 11.6

5445) d = 46.24 | x1 = -1.0 | x2 = 12.6

5446) d = 24.01 | x1 = 1.0 | x2 = 10.8

5447) d = 34.81 | x1 = 0 | x2 = 11.8

5448) d = 47.61 | x1 = -1.0 | x2 = 12.8

5449) d = 25.0 | x1 = 1.0 | x2 = 11.0

5450) d = 36.0 | x1 = 0 | x2 = 12.0

5451) d = 49.0 | x1 = -1.0 | x2 = 13.0

5452) d = 26.01 | x1 = 1.0 | x2 = 11.2

5453) d = 37.21 | x1 = 0 | x2 = 12.2

5454) d = 50.41 | x1 = -1.0 | x2 = 13.2

5455) d = 27.04 | x1 = 1.0 | x2 = 11.4

5456) d = 38.44 | x1 = 0 | x2 = 12.4

5457) d = 51.84 | x1 = -1.0 | x2 = 13.4

5458) d = 28.09 | x1 = 1.0 | x2 = 11.6

5459) d = 39.69 | x1 = 0 | x2 = 12.6

5460) d = 53.29 | x1 = -1.0 | x2 = 13.6

5461) d = 29.16 | x1 = 1.0 | x2 = 11.8

5462) d = 40.96 | x1 = 0 | x2 = 12.8

5463) d = 54.76 | x1 = -1.0 | x2 = 13.8

5464) d = 30.25 | x1 = 1.0 | x2 = 12.0

5465) d = 42.25 | x1 = 0 | x2 = 13.0

5466) d = 56.25 | x1 = -1.0 | x2 = 14.0

5467) d = 31.36 | x1 = 1.0 | x2 = 12.2

5468) d = 43.56 | x1 = 0 | x2 = 13.2

5469) d = 57.76 | x1 = -1.0 | x2 = 14.2

5470) d = 32.49 | x1 = 1.0 | x2 = 12.4

5471) d = 44.89 | x1 = 0 | x2 = 13.4

5472) d = 59.29 | x1 = -1.0 | x2 = 14.4

5473) d = 33.64 | x1 = 1.0 | x2 = 12.6

5474) d = 46.24 | x1 = 0 | x2 = 13.6

5475) d = 60.84 | x1 = -1.0 | x2 = 14.6

5476) d = 34.81 | x1 = 1.0 | x2 = 12.8

5477) d = 47.61 | x1 = 0 | x2 = 13.8

5478) d = 62.41 | x1 = -1.0 | x2 = 14.8

5479) d = 36.0 | x1 = 1.0 | x2 = 13.0

5480) d = 49.0 | x1 = 0 | x2 = 14.0

5481) d = 64.0 | x1 = -1.0 | x2 = 15.0

5482) d = 37.21 | x1 = 1.0 | x2 = 13.2

5483) d = 50.41 | x1 = 0 | x2 = 14.2

5484) d = 65.61 | x1 = -1.0 | x2 = 15.2

5485) d = 38.44 | x1 = 1.0 | x2 = 13.4

5486) d = 51.84 | x1 = 0 | x2 = 14.4

5487) d = 39.69 | x1 = 1.0 | x2 = 13.6

5488) d = 53.29 | x1 = 0 | x2 = 14.6

5489) d = 40.96 | x1 = 1.0 | x2 = 13.8

5490) d = 54.76 | x1 = 0 | x2 = 14.8

5491) d = 70.56 | x1 = -1.0 | x2 = 15.8

5492) d = 42.25 | x1 = 1.0 | x2 = 14.0

5493) d = 56.25 | x1 = 0 | x2 = 15.0

5494) d = 72.25 | x1 = -1.0 | x2 = 16.0

5495) d = 57.76 | x1 = 0 | x2 = 15.2

5496) d = 73.96 | x1 = -1.0 | x2 = 16.2

5497) d = 44.89 | x1 = 1.0 | x2 = 14.4

5498) d = 59.29 | x1 = 0 | x2 = 15.4

5499) d = 46.24 | x1 = 1.0 | x2 = 14.6

5500) d = 60.84 | x1 = 0 | x2 = 15.6

5501) d = 47.61 | x1 = 1.0 | x2 = 14.8

5502) d = 62.41 | x1 = 0 | x2 = 15.8

5503) d = 79.21 | x1 = -1.0 | x2 = 16.8

5504) d = 49.0 | x1 = 1.0 | x2 = 15.0

5505) d = 64.0 | x1 = 0 | x2 = 16.0

5506) d = 81.0 | x1 = -1.0 | x2 = 17.0

5507) d = 50.41 | x1 = 1.0 | x2 = 15.2

5508) d = 65.61 | x1 = 0 | x2 = 16.2

5509) d = 82.81 | x1 = -1.0 | x2 = 17.2

5510) d = 67.24 | x1 = 0 | x2 = 16.4

5511) d = 84.64 | x1 = -1.0 | x2 = 17.4

5512) d = 68.89 | x1 = 0 | x2 = 16.6

5513) d = 86.49 | x1 = -1.0 | x2 = 17.6

5514) d = 54.76 | x1 = 1.0 | x2 = 15.8

5515) d = 70.56 | x1 = 0 | x2 = 16.8

5516) d = 88.36 | x1 = -1.0 | x2 = 17.8

5517) d = 56.25 | x1 = 1.0 | x2 = 16.0

5518) d = 72.25 | x1 = 0 | x2 = 17.0

5519) d = 90.25 | x1 = -1.0 | x2 = 18.0

5520) d = 57.76 | x1 = 1.0 | x2 = 16.2

5521) d = 73.96 | x1 = 0 | x2 = 17.2

5522) d = 75.69 | x1 = 0 | x2 = 17.4

5523) d = 77.44 | x1 = 0 | x2 = 17.6

5524) d = 62.41 | x1 = 1.0 | x2 = 16.8

5525) d = 79.21 | x1 = 0 | x2 = 17.8

5526) d = 64.0 | x1 = 1.0 | x2 = 17.0

5527) d = 81.0 | x1 = 0 | x2 = 18.0

5528) d = 81.0 | x1 = -22.5 | x2 = 0

5529) d = 79.21 | x1 = -22.25 | x2 = 0

5530) d = 77.44 | x1 = -22.0 | x2 = 0

5531) d = 72.25 | x1 = -21.25 | x2 = 0

5532) d = 70.56 | x1 = -21.0 | x2 = 0

5533) d = 68.89 | x1 = -20.75 | x2 = 0

5534) d = 64.0 | x1 = -20.0 | x2 = 0

5535) d = 62.41 | x1 = -19.75 | x2 = 0

5536) d = 60.84 | x1 = -19.5 | x2 = 0

5537) d = 44.89 | x1 = -18.0 | x2 = -1.25

5538) d = 59.29 | x1 = -19.25 | x2 = 0

5539) d = 56.25 | x1 = -18.75 | x2 = 0

5540) d = 54.76 | x1 = -18.5 | x2 = 0

5541) d = 39.69 | x1 = -17.0 | x2 = -1.25

5542) d = 53.29 | x1 = -18.25 | x2 = 0

5543) d = 51.84 | x1 = -18.0 | x2 = 0

5544) d = 49.0 | x1 = -17.5 | x2 = 0

5545) d = 34.81 | x1 = -16.0 | x2 = -1.25

5546) d = 47.61 | x1 = -17.25 | x2 = 0

5547) d = 46.24 | x1 = -17.0 | x2 = 0

5548) d = 44.89 | x1 = -16.75 | x2 = 0

5549) d = 59.29 | x1 = -18.0 | x2 = 1.25

5550) d = 30.25 | x1 = -15.0 | x2 = -1.25

5551) d = 42.25 | x1 = -16.25 | x2 = 0

5552) d = 40.96 | x1 = -16.0 | x2 = 0

5553) d = 53.29 | x1 = -17.0 | x2 = 1.25

5554) d = 38.44 | x1 = -15.5 | x2 = 0

5555) d = 36.0 | x1 = -15.0 | x2 = 0

5556) d = 34.81 | x1 = -14.75 | x2 = 0

5557) d = 47.61 | x1 = -16.0 | x2 = 1.25

5558) d = 22.09 | x1 = -13.0 | x2 = -1.25

5559) d = 32.49 | x1 = -14.25 | x2 = 0

5560) d = 30.25 | x1 = -13.75 | x2 = 0

5561) d = 42.25 | x1 = -15.0 | x2 = 1.25

5562) d = 29.16 | x1 = -13.5 | x2 = 0

5563) d = 12.96 | x1 = -11.0 | x2 = -2.0

5564) d = 27.04 | x1 = -13.0 | x2 = 0

5565) d = 11.56 | x1 = -10.5 | x2 = -2.0

5566) d = 25.0 | x1 = -12.5 | x2 = 0

5567) d = 24.01 | x1 = -12.25 | x2 = 0

5568) d = 22.09 | x1 = -11.75 | x2 = 0

5569) d = 32.49 | x1 = -13.0 | x2 = 1.25

5570) d = 8.41 | x1 = -9.25 | x2 = -2.0

5571) d = 12.25 | x1 = -10.0 | x2 = -1.25

5572) d = 20.25 | x1 = -11.25 | x2 = 0

5573) d = 19.36 | x1 = -11.0 | x2 = 0

5574) d = 4.84 | x1 = -8.0 | x2 = -2.5

5575) d = 6.76 | x1 = -8.5 | x2 = -2.0

5576) d = 17.64 | x1 = -10.5 | x2 = 0

5577) d = 4.0 | x1 = -7.5 | x2 = -2.5

5578) d = 16.0 | x1 = -10.0 | x2 = 0

5579) d = 15.21 | x1 = -9.75 | x2 = 0

5580) d = 0.25 | x1 = -5.25 | x2 = -4.0

5581) d = 7.29 | x1 = -8.0 | x2 = -1.25

5582) d = 13.69 | x1 = -9.25 | x2 = 0

5583) d = 0.0 | x1 = -4.5 | x2 = -4.5

5584) d = 2.56 | x1 = -6.5 | x2 = -2.5

5585) d = 12.96 | x1 = -9.0 | x2 = 0

5586) d = 27.04 | x1 = -11.0 | x2 = 2.0

5587) d = 0.25 | x1 = -5.0 | x2 = -3.75

5588) d = 3.61 | x1 = -6.75 | x2 = -2.0

5589) d = 12.25 | x1 = -8.75 | x2 = 0

5590) d = 20.25 | x1 = -10.0 | x2 = 1.25

5591) d = 11.56 | x1 = -8.5 | x2 = 0

5592) d = 25.0 | x1 = -10.5 | x2 = 2.0

5593) d = 0.0 | x1 = -4.0 | x2 = -4.0

5594) d = 10.24 | x1 = -8.0 | x2 = 0

5595) d = 9.61 | x1 = -7.75 | x2 = 0

5596) d = 22.09 | x1 = -9.75 | x2 = 2.0

5597) d = 24.01 | x1 = -10.0 | x2 = 2.25

5598) d = 1.0 | x1 = -5.0 | x2 = -2.5

5599) d = 9.0 | x1 = -7.5 | x2 = 0

5600) d = 20.25 | x1 = -9.25 | x2 = 2.0

5601) d = 0.25 | x1 = -4.0 | x2 = -2.75

5602) d = 1.69 | x1 = -5.0 | x2 = -1.75

5603) d = 7.29 | x1 = -6.75 | x2 = 0

5604) d = 13.69 | x1 = -8.0 | x2 = 1.25

5605) d = 1.0 | x1 = -4.5 | x2 = -2.0

5606) d = 3.24 | x1 = -5.5 | x2 = -1.0

5607) d = 6.76 | x1 = -6.5 | x2 = 0

5608) d = 17.64 | x1 = -8.5 | x2 = 2.0

5609) d = 2.25 | x1 = -5.0 | x2 = -1.25

5610) d = 2.89 | x1 = -5.25 | x2 = -1.0

5611) d = 6.25 | x1 = -6.25 | x2 = 0

5612) d = 16.0 | x1 = -8.0 | x2 = 2.0

5613) d = 4.84 | x1 = -5.5 | x2 = 0

5614) d = 17.64 | x1 = -8.0 | x2 = 2.5

5615) d = 0.25 | x1 = -3.25 | x2 = -2.0

5616) d = 1.21 | x1 = -4.0 | x2 = -1.25

5617) d = 1.69 | x1 = -4.25 | x2 = -1.0

5618) d = 4.41 | x1 = -5.25 | x2 = 0

5619) d = 0.0 | x1 = -2.5 | x2 = -2.5

5620) d = 4.0 | x1 = -5.0 | x2 = 0

5621) d = 16.0 | x1 = -7.5 | x2 = 2.5

5622) d = 12.25 | x1 = -6.75 | x2 = 2.0

5623) d = 3.24 | x1 = -4.5 | x2 = 0

5624) d = 6.76 | x1 = -5.5 | x2 = 1.0

5625) d = 2.89 | x1 = -4.25 | x2 = 0

5626) d = 6.25 | x1 = -5.25 | x2 = 1.0

5627) d = 0.0 | x1 = -2.0 | x2 = -2.0

5628) d = 2.56 | x1 = -4.0 | x2 = 0

5629) d = 12.96 | x1 = -6.5 | x2 = 2.5

5630) d = 2.25 | x1 = -3.75 | x2 = 0

5631) d = 6.25 | x1 = -5.0 | x2 = 1.25

5632) d = 9.0 | x1 = -5.5 | x2 = 2.0

5633) d = 0.25 | x1 = -2.25 | x2 = -1.0

5634) d = 1.69 | x1 = -3.25 | x2 = 0

5635) d = 4.41 | x1 = -4.25 | x2 = 1.0

5636) d = 7.29 | x1 = -5.0 | x2 = 1.75

5637) d = 4.0 | x1 = -4.0 | x2 = 1.0

5638) d = 10.24 | x1 = -5.5 | x2 = 2.5

5639) d = 1.21 | x1 = -2.75 | x2 = 0

5640) d = 4.41 | x1 = -4.0 | x2 = 1.25

5641) d = 7.29 | x1 = -4.75 | x2 = 2.0

5642) d = 1.0 | x1 = -2.5 | x2 = 0

5643) d = 6.76 | x1 = -4.5 | x2 = 2.0

5644) d = 9.0 | x1 = -5.0 | x2 = 2.5

5645) d = 0.81 | x1 = -2.25 | x2 = 0

5646) d = 6.25 | x1 = -4.25 | x2 = 2.0

5647) d = 9.61 | x1 = -5.0 | x2 = 2.75

5648) d = 0.0 | x1 = -1.0 | x2 = -1.0

5649) d = 0.64 | x1 = -2.0 | x2 = 0

5650) d = 2.25 | x1 = -2.75 | x2 = 1.0

5651) d = 6.25 | x1 = -4.0 | x2 = 2.25

5652) d = 1.0 | x1 = -2.0 | x2 = 0.5

5653) d = 4.84 | x1 = -3.5 | x2 = 2.0

5654) d = 6.76 | x1 = -4.0 | x2 = 2.5

5655) d = 0.25 | x1 = -1.25 | x2 = 0

5656) d = 1.69 | x1 = -2.25 | x2 = 1.0

5657) d = 4.41 | x1 = -3.25 | x2 = 2.0

5658) d = 7.29 | x1 = -4.0 | x2 = 2.75

5659) d = 12.25 | x1 = -5.0 | x2 = 3.75

5660) d = 13.69 | x1 = -5.25 | x2 = 4.0

5661) d = 0.0 | x1 = -0.5 | x2 = -0.5

5662) d = 0.16 | x1 = -1.0 | x2 = 0

5663) d = 10.24 | x1 = -4.5 | x2 = 3.5

5664) d = 12.96 | x1 = -5.0 | x2 = 4.0

5665) d = 0.25 | x1 = -1.0 | x2 = 0.25

5666) d = 1.21 | x1 = -1.75 | x2 = 1.0

