1) a = -9 | b = -9 | c = 0

6052) a = -0.2 | b = 0.5 | c = 7.5

6053) a = -0.2 | b = 0.5 | c = 8.8

6054) a = -0.2 | b = 0.6 | c = 0.8

6055) a = -0.2 | b = 0.6 | c = 5.6

6056) a = -0.2 | b = 0.6 | c = 8

6057) a = -0.2 | b = 0.7 | c = 2.2

6058) a = -0.2 | b = 0.7 | c = 7.2

6059) a = -0.2 | b = 0.7 | c = 8.5

6060) a = -0.2 | b = 0.8 | c = -0.8

6061) a = -0.2 | b = 0.8 | c = 0

6062) a = -0.2 | b = 0.9 | c = 0

6063) a = -0.2 | b = 0.9 | c = 1.1

6064) a = -0.2 | b = 0.9 | c = 6.8

6065) a = -0.2 | b = 0.9 | c = 8.1

6066) a = -0.2 | b = 1 | c = 0

6067) a = -0.2 | b = 1 | c = 7.2

6068) a = -0.2 | b = 1.1 | c = 0

6069) a = -0.2 | b = 1.1 | c = 4

6070) a = -0.2 | b = 1.1 | c = 7.6

6071) a = -0.2 | b = 1.2 | c = 3.2

6072) a = -0.2 | b = 1.3 | c = -1.8

6073) a = -0.2 | b = 1.3 | c = -1.1

6074) a = -0.2 | b = 1.3 | c = 0

6075) a = -0.2 | b = 1.3 | c = 3.4

6076) a = -0.2 | b = 1.3 | c = 7

6077) a = -0.2 | b = 1.4 | c = 8.8

6078) a = -0.2 | b = 1.5 | c = -2.5

6079) a = -0.2 | b = 1.5 | c = 0

6080) a = -0.2 | b = 1.5 | c = 5

6081) a = -0.2 | b = 1.6 | c = -3.2

6082) a = -0.2 | b = 1.6 | c = 0

6083) a = -0.2 | b = 1.7 | c = 0

6084) a = -0.2 | b = 1.7 | c = 4.2

6085) a = -0.2 | b = 1.8 | c = 0

6086) a = -0.2 | b = 1.8 | c = 4.4

6087) a = -0.2 | b = 2 | c = -5

6088) a = -0.2 | b = 2 | c = 0

6089) a = -0.2 | b = 2.1 | c = -5.2

6090) a = -0.2 | b = 2.1 | c = -4

6091) a = -0.2 | b = 2.1 | c = -3.4

6092) a = -0.2 | b = 2.1 | c = 0

6093) a = -0.2 | b = 2.1 | c = 6.5

6094) a = -0.2 | b = 2.2 | c = 0

6095) a = -0.2 | b = 2.5 | c = -7.5

6096) a = -0.2 | b = 2.5 | c = -5

6097) a = -0.2 | b = 2.5 | c = -4.2

6098) a = -0.2 | b = 2.5 | c = 0

6099) a = -0.2 | b = 2.5 | c = 7.5

6100) a = -0.2 | b = 2.6 | c = -7.2

6101) a = -0.2 | b = 2.6 | c = -4.4

6102) a = -0.2 | b = 2.6 | c = 0

6103) a = -0.2 | b = 2.7 | c = -8.8

6104) a = -0.2 | b = 2.7 | c = -7

6105) a = -0.2 | b = 2.7 | c = 0

6106) a = -0.2 | b = 2.7 | c = 8

6107) a = -0.2 | b = 2.9 | c = 8.5

6108) a = -0.2 | b = 3 | c = 0

6109) a = -0.2 | b = 3.1 | c = -6.5

6110) a = -0.2 | b = 3.1 | c = 0

6111) a = -0.2 | b = 3.2 | c = 0

6112) a = -0.2 | b = 3.4 | c = 0

6113) a = -0.2 | b = 3.5 | c = -7.5

6114) a = -0.2 | b = 3.5 | c = 0

6115) a = -0.2 | b = 3.6 | c = 0

6116) a = -0.2 | b = 3.7 | c = -8

6117) a = -0.2 | b = 3.7 | c = 0

6118) a = -0.2 | b = 3.9 | c = -8.5

6119) a = -0.2 | b = 3.9 | c = 0

6120) a = -0.2 | b = 4 | c = 0

6121) a = -0.2 | b = 4.2 | c = 0

6122) a = -0.2 | b = 4.4 | c = 0

6123) a = -0.2 | b = 4.5 | c = 0

6124) a = -0.2 | b = 4.7 | c = 0

6125) a = -0.2 | b = 4.9 | c = 0

6126) a = -0.2 | b = 5 | c = 0

6127) a = -0.2 | b = 5.2 | c = 0

6128) a = -0.2 | b = 5.4 | c = 0

6129) a = -0.2 | b = 5.5 | c = 0

6130) a = -0.2 | b = 5.7 | c = 0

6131) a = -0.2 | b = 5.9 | c = 0

6132) a = -0.2 | b = 6 | c = 0

6133) a = -0.2 | b = 6.2 | c = 0

6134) a = -0.2 | b = 6.4 | c = 0

6135) a = -0.2 | b = 6.5 | c = 0

6136) a = -0.2 | b = 6.7 | c = 0

6137) a = -0.2 | b = 6.8 | c = 0

6138) a = -0.2 | b = 6.9 | c = 0

6139) a = -0.2 | b = 7 | c = 0

6140) a = -0.2 | b = 7.2 | c = 0

6141) a = -0.2 | b = 7.3 | c = 0

6142) a = -0.2 | b = 7.4 | c = 0

6143) a = -0.2 | b = 7.5 | c = 0

6144) a = -0.2 | b = 7.7 | c = 0

6145) a = -0.2 | b = 7.8 | c = 0

6146) a = -0.2 | b = 7.9 | c = 0

6147) a = -0.2 | b = 8 | c = 0

6148) a = -0.2 | b = 8.3 | c = 0

6149) a = -0.2 | b = 8.4 | c = 0

6150) a = -0.2 | b = 8.5 | c = 0

6151) a = -0.2 | b = 8.8 | c = 0

6152) a = -0.2 | b = 8.9 | c = 0

6153) a = -0.2 | b = 9 | c = 0

6154) a = -0.1 | b = -9 | c = 0

6155) a = -0.1 | b = -8.9 | c = 0

6156) a = -0.1 | b = -8.8 | c = 0

6157) a = -0.1 | b = -8.5 | c = 0

6158) a = -0.1 | b = -8.4 | c = 0

6159) a = -0.1 | b = -8.3 | c = 0

6160) a = -0.1 | b = -8 | c = 0

6161) a = -0.1 | b = -7.9 | c = 0

6162) a = -0.1 | b = -7.8 | c = 0

6163) a = -0.1 | b = -7.7 | c = 0

6164) a = -0.1 | b = -7.5 | c = 0

6165) a = -0.1 | b = -7.4 | c = 0

6166) a = -0.1 | b = -7.3 | c = 0

6167) a = -0.1 | b = -7.2 | c = 0

6168) a = -0.1 | b = -7 | c = 0

6169) a = -0.1 | b = -6.9 | c = 0

6170) a = -0.1 | b = -6.8 | c = 0

6171) a = -0.1 | b = -6.7 | c = 0

6172) a = -0.1 | b = -6.5 | c = 0

6173) a = -0.1 | b = -6.4 | c = 0

6174) a = -0.1 | b = -6.2 | c = 0

6175) a = -0.1 | b = -6 | c = 0

6176) a = -0.1 | b = -5.9 | c = 0

6177) a = -0.1 | b = -5.7 | c = 0

6178) a = -0.1 | b = -5.5 | c = 0

6179) a = -0.1 | b = -5.4 | c = 0

6180) a = -0.1 | b = -5.2 | c = 0

6181) a = -0.1 | b = -5 | c = 0

6182) a = -0.1 | b = -4.9 | c = 0

6183) a = -0.1 | b = -4.7 | c = 0

6184) a = -0.1 | b = -4.5 | c = 0

6185) a = -0.1 | b = -4.4 | c = 0

6186) a = -0.1 | b = -4.2 | c = 0

6187) a = -0.1 | b = -4 | c = 0

6188) a = -0.1 | b = -3.9 | c = 0

6189) a = -0.1 | b = -3.7 | c = 0

6190) a = -0.1 | b = -3.6 | c = 0

6191) a = -0.1 | b = -3.5 | c = 0

6192) a = -0.1 | b = -3.4 | c = 0

6193) a = -0.1 | b = -3.2 | c = 0

6194) a = -0.1 | b = -3.1 | c = 0

6195) a = -0.1 | b = -3 | c = 0

6196) a = -0.1 | b = -2.7 | c = 0

6197) a = -0.1 | b = -2.6 | c = -8.8

6198) a = -0.1 | b = -2.6 | c = 0

6199) a = -0.1 | b = -2.5 | c = -8.4

6200) a = -0.1 | b = -2.5 | c = 0

6201) a = -0.1 | b = -2.2 | c = 0

6202) a = -0.1 | b = -2.1 | c = -8

6203) a = -0.1 | b = -2.1 | c = -6.8

6204) a = -0.1 | b = -2.1 | c = 0

6205) a = -0.1 | b = -2 | c = -7.5

6206) a = -0.1 | b = -2 | c = 0

6207) a = -0.1 | b = -1.8 | c = -8.1

6208) a = -0.1 | b = -1.8 | c = -6.5

6209) a = -0.1 | b = -1.8 | c = 0

6210) a = -0.1 | b = -1.8 | c = 8.8

6211) a = -0.1 | b = -1.7 | c = 0

6212) a = -0.1 | b = -1.7 | c = 8.4

6213) a = -0.1 | b = -1.6 | c = -6.4

6214) a = -0.1 | b = -1.6 | c = 0

6215) a = -0.1 | b = -1.5 | c = -5

6216) a = -0.1 | b = -1.5 | c = 0

6217) a = -0.1 | b = -1.3 | c = -3.6

6218) a = -0.1 | b = -1.3 | c = -2.2

6219) a = -0.1 | b = -1.3 | c = 0

6220) a = -0.1 | b = -1.3 | c = 6.8

6221) a = -0.1 | b = -1.2 | c = 6.4

6222) a = -0.1 | b = -1.1 | c = 0

6223) a = -0.1 | b = -1.1 | c = 8

6224) a = -0.1 | b = -1 | c = -2.5

6225) a = -0.1 | b = -1 | c = 0

6226) a = -0.1 | b = -1 | c = 7.5

6227) a = -0.1 | b = -0.9 | c = 0

6228) a = -0.1 | b = -0.9 | c = 2.2

6229) a = -0.1 | b = -0.8 | c = -1.6

6230) a = -0.1 | b = -0.8 | c = 0

6231) a = -0.1 | b = -0.8 | c = 6.5

6232) a = -0.1 | b = -0.7 | c = 4.4

6233) a = -0.1 | b = -0.6 | c = 1.6

6234) a = -0.1 | b = -0.6 | c = 5.5

6235) a = -0.1 | b = -0.5 | c = 0

6236) a = -0.1 | b = -0.5 | c = 3.6

6237) a = -0.1 | b = -0.5 | c = 5

6238) a = -0.1 | b = -0.4 | c = -0.4

6239) a = -0.1 | b = -0.4 | c = 0

6240) a = -0.1 | b = -0.3 | c = 0.4

6241) a = -0.1 | b = -0.3 | c = 2.8

6242) a = -0.1 | b = -0.3 | c = 4

6243) a = -0.1 | b = -0.2 | c = -0.1

6244) a = -0.1 | b = -0.2 | c = 0

6245) a = -0.1 | b = -0.2 | c = 6.3

6246) a = -0.1 | b = -0.2 | c = 8

6247) a = -0.1 | b = -0.1 | c = 0

6248) a = -0.1 | b = -0.1 | c = 2

6249) a = -0.1 | b = 0 | c = 0

6250) a = -0.1 | b = 0 | c = 0.1

6251) a = -0.1 | b = 0 | c = 0.4

6252) a = -0.1 | b = 0 | c = 1.6

6253) a = -0.1 | b = 0 | c = 2.5

6254) a = -0.1 | b = 0 | c = 6.4

6255) a = -0.1 | b = 0 | c = 8.1

6256) a = -0.1 | b = 0.1 | c = 0

6257) a = -0.1 | b = 0.1 | c = 2

6258) a = -0.1 | b = 0.2 | c = -0.1

6259) a = -0.1 | b = 0.2 | c = 0

6260) a = -0.1 | b = 0.2 | c = 6.3

6261) a = -0.1 | b = 0.2 | c = 8

6262) a = -0.1 | b = 0.3 | c = 0.4

6263) a = -0.1 | b = 0.3 | c = 2.8

6264) a = -0.1 | b = 0.3 | c = 4

6265) a = -0.1 | b = 0.4 | c = -0.4

6266) a = -0.1 | b = 0.4 | c = 0

6267) a = -0.1 | b = 0.5 | c = 0

6268) a = -0.1 | b = 0.5 | c = 3.6

6269) a = -0.1 | b = 0.5 | c = 5

6270) a = -0.1 | b = 0.6 | c = 1.6

6271) a = -0.1 | b = 0.6 | c = 5.5

6272) a = -0.1 | b = 0.7 | c = 4.4

6273) a = -0.1 | b = 0.8 | c = -1.6

6274) a = -0.1 | b = 0.8 | c = 0

6275) a = -0.1 | b = 0.8 | c = 6.5

6276) a = -0.1 | b = 0.9 | c = 0

6277) a = -0.1 | b = 0.9 | c = 2.2

6278) a = -0.1 | b = 1 | c = -2.5

6279) a = -0.1 | b = 1 | c = 0

6280) a = -0.1 | b = 1 | c = 7.5

6281) a = -0.1 | b = 1.1 | c = 0

6282) a = -0.1 | b = 1.1 | c = 8

6283) a = -0.1 | b = 1.2 | c = 6.4

6284) a = -0.1 | b = 1.3 | c = -3.6

6285) a = -0.1 | b = 1.3 | c = -2.2

6286) a = -0.1 | b = 1.3 | c = 0

6287) a = -0.1 | b = 1.3 | c = 6.8

6288) a = -0.1 | b = 1.5 | c = -5

6289) a = -0.1 | b = 1.5 | c = 0

6290) a = -0.1 | b = 1.6 | c = -6.4

6291) a = -0.1 | b = 1.6 | c = 0

6292) a = -0.1 | b = 1.7 | c = 0

6293) a = -0.1 | b = 1.7 | c = 8.4

6294) a = -0.1 | b = 1.8 | c = -8.1

6295) a = -0.1 | b = 1.8 | c = -6.5

6296) a = -0.1 | b = 1.8 | c = 0

6297) a = -0.1 | b = 1.8 | c = 8.8

6298) a = -0.1 | b = 2 | c = -7.5

6299) a = -0.1 | b = 2 | c = 0

6300) a = -0.1 | b = 2.1 | c = -8

6301) a = -0.1 | b = 2.1 | c = -6.8

6302) a = -0.1 | b = 2.1 | c = 0

6303) a = -0.1 | b = 2.2 | c = 0

6304) a = -0.1 | b = 2.5 | c = -8.4

6305) a = -0.1 | b = 2.5 | c = 0

6306) a = -0.1 | b = 2.6 | c = -8.8

6307) a = -0.1 | b = 2.6 | c = 0

6308) a = -0.1 | b = 2.7 | c = 0

6309) a = -0.1 | b = 3 | c = 0

6310) a = -0.1 | b = 3.1 | c = 0

6311) a = -0.1 | b = 3.2 | c = 0

6312) a = -0.1 | b = 3.4 | c = 0

6313) a = -0.1 | b = 3.5 | c = 0

6314) a = -0.1 | b = 3.6 | c = 0

6315) a = -0.1 | b = 3.7 | c = 0

6316) a = -0.1 | b = 3.9 | c = 0

6317) a = -0.1 | b = 4 | c = 0

6318) a = -0.1 | b = 4.2 | c = 0

6319) a = -0.1 | b = 4.4 | c = 0

6320) a = -0.1 | b = 4.5 | c = 0

6321) a = -0.1 | b = 4.7 | c = 0

6322) a = -0.1 | b = 4.9 | c = 0

6323) a = -0.1 | b = 5 | c = 0

6324) a = -0.1 | b = 5.2 | c = 0

6325) a = -0.1 | b = 5.4 | c = 0

6326) a = -0.1 | b = 5.5 | c = 0

6327) a = -0.1 | b = 5.7 | c = 0

6328) a = -0.1 | b = 5.9 | c = 0

6329) a = -0.1 | b = 6 | c = 0

6330) a = -0.1 | b = 6.2 | c = 0

6331) a = -0.1 | b = 6.4 | c = 0

6332) a = -0.1 | b = 6.5 | c = 0

6333) a = -0.1 | b = 6.7 | c = 0

6334) a = -0.1 | b = 6.8 | c = 0

6335) a = -0.1 | b = 6.9 | c = 0

6336) a = -0.1 | b = 7 | c = 0

6337) a = -0.1 | b = 7.2 | c = 0

6338) a = -0.1 | b = 7.3 | c = 0

6339) a = -0.1 | b = 7.4 | c = 0

6340) a = -0.1 | b = 7.5 | c = 0

6341) a = -0.1 | b = 7.7 | c = 0

6342) a = -0.1 | b = 7.8 | c = 0

6343) a = -0.1 | b = 7.9 | c = 0

6344) a = -0.1 | b = 8 | c = 0

6345) a = -0.1 | b = 8.3 | c = 0

6346) a = -0.1 | b = 8.4 | c = 0

6347) a = -0.1 | b = 8.5 | c = 0

6348) a = -0.1 | b = 8.8 | c = 0

6349) a = -0.1 | b = 8.9 | c = 0

6350) a = -0.1 | b = 9 | c = 0

6351) a = 0.1 | b = -9 | c = 0

6352) a = 0.1 | b = -8.9 | c = 0

6353) a = 0.1 | b = -8.8 | c = 0

6354) a = 0.1 | b = -8.5 | c = 0

6355) a = 0.1 | b = -8.4 | c = 0

6356) a = 0.1 | b = -8.3 | c = 0

6357) a = 0.1 | b = -8 | c = 0

6358) a = 0.1 | b = -7.9 | c = 0

6359) a = 0.1 | b = -7.8 | c = 0

6360) a = 0.1 | b = -7.7 | c = 0

6361) a = 0.1 | b = -7.5 | c = 0

6362) a = 0.1 | b = -7.4 | c = 0

6363) a = 0.1 | b = -7.3 | c = 0

6364) a = 0.1 | b = -7.2 | c = 0

6365) a = 0.1 | b = -7 | c = 0

6366) a = 0.1 | b = -6.9 | c = 0

6367) a = 0.1 | b = -6.8 | c = 0

6368) a = 0.1 | b = -6.7 | c = 0

6369) a = 0.1 | b = -6.5 | c = 0

6370) a = 0.1 | b = -6.4 | c = 0

6371) a = 0.1 | b = -6.2 | c = 0

6372) a = 0.1 | b = -6 | c = 0

6373) a = 0.1 | b = -5.9 | c = 0

6374) a = 0.1 | b = -5.7 | c = 0

6375) a = 0.1 | b = -5.5 | c = 0

6376) a = 0.1 | b = -5.4 | c = 0

6377) a = 0.1 | b = -5.2 | c = 0

6378) a = 0.1 | b = -5 | c = 0

6379) a = 0.1 | b = -4.9 | c = 0

6380) a = 0.1 | b = -4.7 | c = 0

6381) a = 0.1 | b = -4.5 | c = 0

6382) a = 0.1 | b = -4.4 | c = 0

6383) a = 0.1 | b = -4.2 | c = 0

6384) a = 0.1 | b = -4 | c = 0

6385) a = 0.1 | b = -3.9 | c = 0

6386) a = 0.1 | b = -3.7 | c = 0

6387) a = 0.1 | b = -3.6 | c = 0

6388) a = 0.1 | b = -3.5 | c = 0

6389) a = 0.1 | b = -3.4 | c = 0

6390) a = 0.1 | b = -3.2 | c = 0

6391) a = 0.1 | b = -3.1 | c = 0

6392) a = 0.1 | b = -3 | c = 0

6393) a = 0.1 | b = -2.7 | c = 0

6394) a = 0.1 | b = -2.6 | c = 0

6395) a = 0.1 | b = -2.6 | c = 8.8

6396) a = 0.1 | b = -2.5 | c = 0

6397) a = 0.1 | b = -2.5 | c = 8.4

6398) a = 0.1 | b = -2.2 | c = 0

6399) a = 0.1 | b = -2.1 | c = 0

6400) a = 0.1 | b = -2.1 | c = 6.8

6401) a = 0.1 | b = -2.1 | c = 8

6402) a = 0.1 | b = -2 | c = 0

6403) a = 0.1 | b = -2 | c = 7.5

6404) a = 0.1 | b = -1.8 | c = -8.8

6405) a = 0.1 | b = -1.8 | c = 0

6406) a = 0.1 | b = -1.8 | c = 6.5

6407) a = 0.1 | b = -1.8 | c = 8.1

6408) a = 0.1 | b = -1.7 | c = -8.4

6409) a = 0.1 | b = -1.7 | c = 0

6410) a = 0.1 | b = -1.6 | c = 0

6411) a = 0.1 | b = -1.6 | c = 6.4

6412) a = 0.1 | b = -1.5 | c = 0

6413) a = 0.1 | b = -1.5 | c = 5

6414) a = 0.1 | b = -1.3 | c = -6.8

6415) a = 0.1 | b = -1.3 | c = 0

6416) a = 0.1 | b = -1.3 | c = 2.2

6417) a = 0.1 | b = -1.3 | c = 3.6

6418) a = 0.1 | b = -1.2 | c = -6.4

6419) a = 0.1 | b = -1.1 | c = -8

6420) a = 0.1 | b = -1.1 | c = 0

6421) a = 0.1 | b = -1 | c = -7.5

6422) a = 0.1 | b = -1 | c = 0

6423) a = 0.1 | b = -1 | c = 2.5

6424) a = 0.1 | b = -0.9 | c = -2.2

6425) a = 0.1 | b = -0.9 | c = 0

6426) a = 0.1 | b = -0.8 | c = -6.5

6427) a = 0.1 | b = -0.8 | c = 0

6428) a = 0.1 | b = -0.8 | c = 1.6

6429) a = 0.1 | b = -0.7 | c = -4.4

6430) a = 0.1 | b = -0.6 | c = -5.5

6431) a = 0.1 | b = -0.6 | c = -1.6

6432) a = 0.1 | b = -0.5 | c = -5

6433) a = 0.1 | b = -0.5 | c = -3.6

6434) a = 0.1 | b = -0.5 | c = 0

6435) a = 0.1 | b = -0.4 | c = 0

6436) a = 0.1 | b = -0.4 | c = 0.4

6437) a = 0.1 | b = -0.3 | c = -4

6438) a = 0.1 | b = -0.3 | c = -2.8

6439) a = 0.1 | b = -0.3 | c = -0.4

6440) a = 0.1 | b = -0.2 | c = -8

6441) a = 0.1 | b = -0.2 | c = -6.3

6442) a = 0.1 | b = -0.2 | c = 0

6443) a = 0.1 | b = -0.2 | c = 0.1

6444) a = 0.1 | b = -0.1 | c = -2

6445) a = 0.1 | b = -0.1 | c = 0

6446) a = 0.1 | b = 0 | c = -8.1

6447) a = 0.1 | b = 0 | c = -6.4

6448) a = 0.1 | b = 0 | c = -2.5

6449) a = 0.1 | b = 0 | c = -1.6

6450) a = 0.1 | b = 0 | c = -0.4

6451) a = 0.1 | b = 0 | c = -0.1

6452) a = 0.1 | b = 0 | c = 0

6453) a = 0.1 | b = 0.1 | c = -2

6454) a = 0.1 | b = 0.1 | c = 0

6455) a = 0.1 | b = 0.2 | c = -8

6456) a = 0.1 | b = 0.2 | c = -6.3

6457) a = 0.1 | b = 0.2 | c = 0

6458) a = 0.1 | b = 0.2 | c = 0.1

6459) a = 0.1 | b = 0.3 | c = -4

6460) a = 0.1 | b = 0.3 | c = -2.8

6461) a = 0.1 | b = 0.3 | c = -0.4

6462) a = 0.1 | b = 0.4 | c = 0

6463) a = 0.1 | b = 0.4 | c = 0.4

6464) a = 0.1 | b = 0.5 | c = -5

6465) a = 0.1 | b = 0.5 | c = -3.6

6466) a = 0.1 | b = 0.5 | c = 0

6467) a = 0.1 | b = 0.6 | c = -5.5

6468) a = 0.1 | b = 0.6 | c = -1.6

6469) a = 0.1 | b = 0.7 | c = -4.4

6470) a = 0.1 | b = 0.8 | c = -6.5

6471) a = 0.1 | b = 0.8 | c = 0

6472) a = 0.1 | b = 0.8 | c = 1.6

6473) a = 0.1 | b = 0.9 | c = -2.2

6474) a = 0.1 | b = 0.9 | c = 0

6475) a = 0.1 | b = 1 | c = -7.5

6476) a = 0.1 | b = 1 | c = 0

6477) a = 0.1 | b = 1 | c = 2.5

6478) a = 0.1 | b = 1.1 | c = -8

6479) a = 0.1 | b = 1.1 | c = 0

6480) a = 0.1 | b = 1.2 | c = -6.4

6481) a = 0.1 | b = 1.3 | c = -6.8

6482) a = 0.1 | b = 1.3 | c = 0

6483) a = 0.1 | b = 1.3 | c = 2.2

6484) a = 0.1 | b = 1.3 | c = 3.6

6485) a = 0.1 | b = 1.5 | c = 0

6486) a = 0.1 | b = 1.5 | c = 5

6487) a = 0.1 | b = 1.6 | c = 0

6488) a = 0.1 | b = 1.6 | c = 6.4

6489) a = 0.1 | b = 1.7 | c = -8.4

6490) a = 0.1 | b = 1.7 | c = 0

6491) a = 0.1 | b = 1.8 | c = -8.8

6492) a = 0.1 | b = 1.8 | c = 0

6493) a = 0.1 | b = 1.8 | c = 6.5

6494) a = 0.1 | b = 1.8 | c = 8.1

6495) a = 0.1 | b = 2 | c = 0

6496) a = 0.1 | b = 2 | c = 7.5

6497) a = 0.1 | b = 2.1 | c = 0

6498) a = 0.1 | b = 2.1 | c = 6.8

6499) a = 0.1 | b = 2.1 | c = 8

6500) a = 0.1 | b = 2.2 | c = 0

6501) a = 0.1 | b = 2.5 | c = 0

6502) a = 0.1 | b = 2.5 | c = 8.4

6503) a = 0.1 | b = 2.6 | c = 0

6504) a = 0.1 | b = 2.6 | c = 8.8

6505) a = 0.1 | b = 2.7 | c = 0

6506) a = 0.1 | b = 3 | c = 0

6507) a = 0.1 | b = 3.1 | c = 0

6508) a = 0.1 | b = 3.2 | c = 0

6509) a = 0.1 | b = 3.4 | c = 0

6510) a = 0.1 | b = 3.5 | c = 0

6511) a = 0.1 | b = 3.6 | c = 0

6512) a = 0.1 | b = 3.7 | c = 0

6513) a = 0.1 | b = 3.9 | c = 0

6514) a = 0.1 | b = 4 | c = 0

6515) a = 0.1 | b = 4.2 | c = 0

6516) a = 0.1 | b = 4.4 | c = 0

6517) a = 0.1 | b = 4.5 | c = 0

6518) a = 0.1 | b = 4.7 | c = 0

6519) a = 0.1 | b = 4.9 | c = 0

6520) a = 0.1 | b = 5 | c = 0

6521) a = 0.1 | b = 5.2 | c = 0

6522) a = 0.1 | b = 5.4 | c = 0

6523) a = 0.1 | b = 5.5 | c = 0

6524) a = 0.1 | b = 5.7 | c = 0

6525) a = 0.1 | b = 5.9 | c = 0

6526) a = 0.1 | b = 6 | c = 0

6527) a = 0.1 | b = 6.2 | c = 0

6528) a = 0.1 | b = 6.4 | c = 0

6529) a = 0.1 | b = 6.5 | c = 0

6530) a = 0.1 | b = 6.7 | c = 0

6531) a = 0.1 | b = 6.8 | c = 0

6532) a = 0.1 | b = 6.9 | c = 0

6533) a = 0.1 | b = 7 | c = 0

6534) a = 0.1 | b = 7.2 | c = 0

6535) a = 0.1 | b = 7.3 | c = 0

6536) a = 0.1 | b = 7.4 | c = 0

6537) a = 0.1 | b = 7.5 | c = 0

6538) a = 0.1 | b = 7.7 | c = 0

6539) a = 0.1 | b = 7.8 | c = 0

6540) a = 0.1 | b = 7.9 | c = 0

6541) a = 0.1 | b = 8 | c = 0

6542) a = 0.1 | b = 8.3 | c = 0

6543) a = 0.1 | b = 8.4 | c = 0

6544) a = 0.1 | b = 8.5 | c = 0

6545) a = 0.1 | b = 8.8 | c = 0

6546) a = 0.1 | b = 8.9 | c = 0

6547) a = 0.1 | b = 9 | c = 0

6548) a = 0.2 | b = -9 | c = 0

6549) a = 0.2 | b = -8.9 | c = 0

6550) a = 0.2 | b = -8.8 | c = 0

6551) a = 0.2 | b = -8.5 | c = 0

6552) a = 0.2 | b = -8.4 | c = 0

6553) a = 0.2 | b = -8.3 | c = 0

6554) a = 0.2 | b = -8 | c = 0

6555) a = 0.2 | b = -7.9 | c = 0

6556) a = 0.2 | b = -7.8 | c = 0

6557) a = 0.2 | b = -7.7 | c = 0

6558) a = 0.2 | b = -7.5 | c = 0

6559) a = 0.2 | b = -7.4 | c = 0

6560) a = 0.2 | b = -7.3 | c = 0

6561) a = 0.2 | b = -7.2 | c = 0

6562) a = 0.2 | b = -7 | c = 0

6563) a = 0.2 | b = -6.9 | c = 0

6564) a = 0.2 | b = -6.8 | c = 0

6565) a = 0.2 | b = -6.7 | c = 0

6566) a = 0.2 | b = -6.5 | c = 0

6567) a = 0.2 | b = -6.4 | c = 0

6568) a = 0.2 | b = -6.2 | c = 0

6569) a = 0.2 | b = -6 | c = 0

6570) a = 0.2 | b = -5.9 | c = 0

6571) a = 0.2 | b = -5.7 | c = 0

6572) a = 0.2 | b = -5.5 | c = 0

6573) a = 0.2 | b = -5.4 | c = 0

6574) a = 0.2 | b = -5.2 | c = 0

6575) a = 0.2 | b = -5 | c = 0

6576) a = 0.2 | b = -4.9 | c = 0

6577) a = 0.2 | b = -4.7 | c = 0

6578) a = 0.2 | b = -4.5 | c = 0

6579) a = 0.2 | b = -4.4 | c = 0

6580) a = 0.2 | b = -4.2 | c = 0

6581) a = 0.2 | b = -4 | c = 0

6582) a = 0.2 | b = -3.9 | c = 0

6583) a = 0.2 | b = -3.9 | c = 8.5

6584) a = 0.2 | b = -3.7 | c = 0

6585) a = 0.2 | b = -3.7 | c = 8

6586) a = 0.2 | b = -3.6 | c = 0

6587) a = 0.2 | b = -3.5 | c = 0

6588) a = 0.2 | b = -3.5 | c = 7.5

6589) a = 0.2 | b = -3.4 | c = 0

6590) a = 0.2 | b = -3.2 | c = 0

6591) a = 0.2 | b = -3.1 | c = 0

6592) a = 0.2 | b = -3.1 | c = 6.5

6593) a = 0.2 | b = -3 | c = 0

6594) a = 0.2 | b = -2.9 | c = -8.5

6595) a = 0.2 | b = -2.7 | c = -8

6596) a = 0.2 | b = -2.7 | c = 0

6597) a = 0.2 | b = -2.7 | c = 7

6598) a = 0.2 | b = -2.7 | c = 8.8

6599) a = 0.2 | b = -2.6 | c = 0

6600) a = 0.2 | b = -2.6 | c = 4.4

6601) a = 0.2 | b = -2.6 | c = 7.2

6602) a = 0.2 | b = -2.5 | c = -7.5

6603) a = 0.2 | b = -2.5 | c = 0

